"Node","Type","In_Degree","Out_Degree","Total_Degree","Betweenness","Closeness","PageRank","In_Cycle","SCC_ID","SCC_Size"
"Na_K_Exchanging_ATPase","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,234,1
"Neisseria_meningitidis","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,233,1
"Nematoda","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,232,1
"Neoplasm_Metastasis","regular",1,1,2,0,0.000444444444444444,0.000954011426323471,FALSE,685,1
"Nephrectomy","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,231,1
"Nephrosclerosis","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,731,1
"Neurofibrillary_Tangles","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,703,1
"Neuroinflammation","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,305,1
"Neuromuscular_Diseases","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,257,1
"Neuropathic_pain","regular",1,0,1,0,0.000365497076023392,0.000922124302784822,FALSE,674,1
"Neuropathy","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,230,1
"Neurotoxins","regular",0,2,2,0,0.000394011032308905,0.000470806819447831,FALSE,229,1
"Neutropenia","regular",2,0,2,0,0.00035778175313059,0.00051128538277507,FALSE,228,1
"Nicotine","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,227,1
"Nicotinic_Receptors","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,226,1
"Nitric_Oxide","regular",0,4,4,0,0.000469924812030075,0.000470806819447831,FALSE,224,1
"Nitric_Oxide_Synthase","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,223,1
"Nitroarginine","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,222,1
"Nitroglycerin","regular",0,1,1,0,0.000321853878339234,0.000470806819447831,FALSE,221,1
"Noise","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,220,1
"Non_alcoholic_Fatty_Liver_Disease","regular",2,0,2,0,0.00035486160397445,0.000516982103662907,FALSE,486,1
"Nonalcoholic_Steatohepatitis","regular",2,0,2,0,0.00035486160397445,0.000516982103662907,FALSE,485,1
"Noncommunicable_Diseases","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,219,1
"Nontuberculous_Mycobacteria","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,218,1
"Norepinephrine","regular",0,3,3,0,0.000446030330062444,0.000470806819447831,FALSE,216,1
"Occupational_asthma","regular",1,0,1,0,0.000353107344632768,0.000507187346405164,FALSE,647,1
"Okadaic_Acid","regular",0,2,2,0,0.000396667988893296,0.000470806819447831,FALSE,215,1
"Oleic_Acid","regular",0,1,1,0,0.000365497076023392,0.000470806819447831,FALSE,214,1
"Oncogenes","regular",0,1,1,0,0.000295159386068477,0.000470806819447831,FALSE,213,1
"Operative_Surgical_Procedures","regular",0,5,5,0,0.000471253534401508,0.000470806819447831,FALSE,212,1
"Opioids","regular",0,1,1,0,0.000351988736360436,0.000470806819447831,FALSE,211,1
"Oral_Mucositis","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,210,1
"Organism","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,209,1
"Orthomyxoviridae","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,208,1
"Osteogenesis_Imperfecta","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,256,1
"Osteoporosis","regular",4,0,4,0,0.000345901072293324,0.000821445803074692,FALSE,660,1
"Ouabain","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,207,1
"Ovalbumin","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,206,1
"Overweight","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,205,1
"Oxidants","regular",0,1,1,0,0.000365497076023392,0.000470806819447831,FALSE,204,1
"Oxidation","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,203,1
"Oxidative_Damage","regular",1,0,1,0,0.000351370344342937,0.000497485872549875,FALSE,202,1
"Oxidopamine","regular",0,3,3,0,0.000368188512518409,0.000470806819447831,FALSE,201,1
"Oxygen","regular",0,1,1,0,0.000365497076023392,0.000470806819447831,FALSE,200,1
"Oxytocin","regular",0,2,2,0,0.000328083989501312,0.000470806819447831,FALSE,199,1
"PS2_protein_alzheimer_associated_PSEN2","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,198,1
"PSEN1","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,197,1
"Pain","regular",3,0,3,0,0.000407996736026112,0.00227761990208865,FALSE,709,1
"Palmitates","regular",0,1,1,0,0.000349162011173184,0.000470806819447831,FALSE,196,1
"Pancreatitis","regular",4,0,4,0,0.000364963503649635,0.000747342134474697,FALSE,612,1
"Pandemics","regular",0,1,1,0,0.000345065562456867,0.000470806819447831,FALSE,195,1
"Paraganglioma","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,194,1
"Paraquat","regular",0,2,2,0,0.000369685767097967,0.000470806819447831,FALSE,193,1
"Parasites","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,192,1
"Parkinsonian_Disorders","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,255,1
"Pathogenesis","regular",1,3,4,0,0.000481463649494463,0.00140505922789528,TRUE,700,61
"Pathogenic_Variant","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,191,1
"Pathogenic_organism","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,190,1
"Pathologic_Processes","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,189,1
"Pathological_Dilatation","regular",3,0,3,0,0.000442282176028306,0.00200533792269147,FALSE,728,1
"Peptides","regular",0,3,3,0,0.000396982929734021,0.000470806819447831,FALSE,188,1
"Peptidyl_Dipeptidase_A","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,187,1
"Perinephritis","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,186,1
"Peripheral_Neuropathy","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,185,1
"Peritonitis","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,304,1
"Pesticides","regular",0,2,2,0,0.000360880548538434,0.000470806819447831,FALSE,184,1
"Pharmaceutical_Preparations","regular",0,33,33,0,0.000510204081632653,0.000470806819447831,FALSE,178,1
"Pharmacotherapy","regular",0,15,15,0,0.00045024763619991,0.000470806819447831,FALSE,175,1
"Phenylephrine","regular",0,3,3,0,0.000446030330062444,0.000470806819447831,FALSE,174,1
"Pheochromocytoma","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,173,1
"Physical_findings","regular",0,1,1,0,0.000342700479780672,0.000470806819447831,FALSE,172,1
"Pick_Disease_of_the_Brain","regular",1,0,1,0,0.000308832612723904,0.000570853268580495,FALSE,171,1
"Placental_Insufficiency","regular",0,1,1,0,0.000321646831778707,0.000470806819447831,FALSE,170,1
"Plasma","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,169,1
"Platelet_aggregation","regular",2,0,2,0,0.000325839035516455,0.000630881138060094,FALSE,454,1
"Players","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,168,1
"Point_Mutation","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,167,1
"Poisoning","regular",1,0,1,0,0.000356379187455453,0.000482933661766942,FALSE,183,1
"Polymorphism_Genetic","regular",0,2,2,0,0.000462962962962963,0.000470806819447831,FALSE,166,1
"Polyomavirus","regular",0,1,1,0,0.000336927223719677,0.000470806819447831,FALSE,165,1
"Posterior_reversible_encephalopathy_syndrome","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,727,1
"Potassium","regular",0,3,3,0,0.000446030330062444,0.000470806819447831,FALSE,164,1
"Potassium_Chloride","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,163,1
"Pre_Eclampsia","regular",1,1,2,0,0.000441501103752759,0.00140505922789528,TRUE,700,61
"Pregnancy","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,726,1
"Premature_Birth","regular",1,1,2,0,0.000453926463912846,0.00140505922789549,FALSE,725,1
"Pressors","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,162,1
"Primary_immune_deficiency_disorder","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,253,1
"Prion_Diseases","regular",1,0,1,0,0.000295246530853262,0.00060420208495805,FALSE,161,1
"Prions","regular",0,3,3,0,0.000393545848091303,0.000470806819447831,FALSE,160,1
"Process","regular",0,6,6,0,0.000483325277912035,0.000470806819447831,FALSE,159,1
"Propofol","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,158,1
"Prostaglandins","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,157,1
"Proteins","regular",0,9,9,0,0.000485436893203883,0.000470806819447831,FALSE,156,1
"Proteinuria","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,724,1
"Protozoa","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,155,1
"Protozoan_parasite","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,154,1
"Pseudoaneurysm","regular",1,0,1,0,0.000337381916329285,0.000515271907951238,FALSE,153,1
"Pulmonary_Edema","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,723,1
"Pulmonary_Embolism","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,152,1
"Pulmonary_arterial_hypertension","regular",1,0,1,0,0.00034965034965035,0.000700158301269153,FALSE,744,1
"Purpura_Thrombotic_Thrombocytopenic","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,722,1
"Pyroptosis","regular",2,0,2,0,0.000348310693138279,0.000682015989839011,FALSE,339,1
"RNA_Viruses","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,151,1
"ROS1_wt_Allele_ROS1","regular",0,1,1,0,0.000356252226576416,0.000470806819447831,FALSE,150,1
"Radiation","regular",0,2,2,0,0.000370096225018505,0.000470806819447831,FALSE,149,1
"Radiation_therapy","regular",0,2,2,0,0.000366300366300366,0.000470806819447831,FALSE,148,1
"Rare_Diseases","regular",1,1,2,0,0.000452079566003617,0.000477706574560429,FALSE,252,1
"Reactive_Oxygen_Species","regular",0,15,15,0,5e-04,0.000470806819447831,FALSE,146,1
"Recombinant_Erythropoietin","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,145,1
"Recurrence","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,144,1
"Relaxation","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,143,1
"Renal_Artery_Stenosis","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,142,1
"Renal_Insufficiency","regular",1,1,2,0,0.000441501103752759,0.00140505922789528,TRUE,700,61
"Renal_artery_occlusion","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,141,1
"Renal_infarction","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,140,1
"Renal_ischaemia","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,139,1
"Renal_vascular_disorders_NOS","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,138,1
"Renin","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,137,1
"Reperfusion_Injury","regular",0,2,2,0,0.000363108206245461,0.000470806819447831,FALSE,136,1
"Respiratory_Failure","regular",2,1,3,0,0.00041407867494824,0.00188047836497643,FALSE,708,1
"Respiratory_Insufficiency","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,134,1
"Respiratory_Syncytial_Virus_Infections","regular",0,1,1,0,0.000336134453781513,0.000470806819447831,FALSE,133,1
"Respiratory_syncytial_virus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,131,1
"Retinal_Degeneration","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,251,1
"Retinitis_Pigmentosa","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,250,1
"Retroviridae","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,130,1
"Rett_Syndrome","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,249,1
"Rhabdomyolysis","regular",0,1,1,0,0.00032626427406199,0.000470806819447831,FALSE,129,1
"Rickets","regular",1,0,1,0,0.000321646831778707,0.00067089971771316,FALSE,127,1
"Right_ventricular_failure","regular",1,0,1,0,0.000322164948453608,0.00253859894714296,FALSE,751,1
"Rous_sarcoma_virus","regular",0,1,1,0,0.000336927223719677,0.000470806819447831,FALSE,126,1
"SARS_coronavirus","regular",0,1,1,0,0.000345065562456867,0.000470806819447831,FALSE,125,1
"SUCLA2_gene_SUCLA2","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,124,1
"Saline","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,123,1
"Salmonella","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,122,1
"Salts","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,121,1
"Scopolamine","regular",0,4,4,0,0.000393855848759354,0.000470806819447831,FALSE,120,1
"Secondary_hypertension","regular",1,0,1,0,0.000321750321750322,0.000755939199475924,FALSE,536,1
"Sedation","regular",2,0,2,0,0.000362976406533575,0.000497226011643037,FALSE,441,1
"Senile_Plaques","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,702,1
"Senile_dementia","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,701,1
"Sensory_denervation_disorder","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,119,1
"Serotonin","regular",0,4,4,0,0.000447027268663388,0.000470806819447831,FALSE,118,1
"Severe_Acute_Respiratory_Syndrome","regular",1,0,1,0,0.000345065562456867,0.000569447854176013,FALSE,691,1
"Shock_Cardiogenic","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,117,1
"Shock_Endotoxic","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,301,1
"Shock_Hemorrhagic","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,116,1
"Silence","regular",1,0,1,0,0.000342465753424658,0.000550843978753963,FALSE,278,1
"Simian_virus_40","regular",0,1,1,0,0.000336927223719677,0.000470806819447831,FALSE,115,1
"Single_Nucleotide_Polymorphism","regular",0,2,2,0,0.0003933910306845,0.000470806819447831,FALSE,114,1
"Skin_Diseases_Genetic","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,248,1
"Sleep_Apnea_Obstructive","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,113,1
"Sleep_Apnea_Syndromes","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,112,1
"Smoke","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,111,1
"Sodium","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,110,1
"Sodium_Chloride","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,109,1
"Sodium_Chloride_Dietary","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,108,1
"Sodium_Glutamate","regular",0,1,1,0,0.000362187613183629,0.000470806819447831,FALSE,107,1
"Solutions","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,106,1
"Spastic_syndrome","regular",1,1,2,0,0.000441891294741494,0.00140505922789528,TRUE,700,61
"Spinal_Cord_Injuries","regular",0,1,1,0,0.00034952813701503,0.000470806819447831,FALSE,105,1
"Spinal_Muscular_Atrophy","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,247,1
"Staphylococcus_aureus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,104,1
"Starvation","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,103,1
"Steatohepatitis_non_alcoholic","regular",1,0,1,0,0.000354233085370174,0.000486198580852857,FALSE,484,1
"Stenosis","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,102,1
"Stenosis_unspecified","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,101,1
"Steroids","regular",0,5,5,0,0.00044404973357016,0.000470806819447831,FALSE,100,1
"Stiffness","regular",1,1,2,0,0.000441501103752759,0.00140505922789528,TRUE,700,61
"Stimulus","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,99,1
"Stomatitis","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,177,1
"Streptococcus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,98,1
"Streptococcus_Group_B","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,97,1
"Streptococcus_pneumoniae","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,96,1
"Streptococcus_pyogenes","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,95,1
"Streptozocin","regular",0,8,8,0,0.000465332712889716,0.000470806819447831,FALSE,94,1
"Stroke_Acute","regular",1,0,1,0,0.000342465753424658,0.000599545335720375,FALSE,710,1
"Study_models","regular",0,7,7,0,0.000494315373208107,0.000470806819447831,FALSE,93,1
"Subarachnoid_Hemorrhage","regular",0,1,1,0,0.000322164948453608,0.000470806819447831,FALSE,91,1
"Substance","regular",0,3,3,0,0.000447427293064877,0.000470806819447831,FALSE,90,1
"Substance_P","regular",0,2,2,0,0.000327868852459016,0.000470806819447831,FALSE,89,1
"Sudden_infant_death_syndrome","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,88,1
"Sugars","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,87,1
"Superoxides","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,86,1
"Systolic_dysfunction","regular",0,1,1,0,0.000342231348391513,0.000470806819447831,FALSE,85,1
"TGFB1_protein_human_TGFB1","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,84,1
"TNF_protein_human_TNF","regular",0,14,14,0,0.000472143531633617,0.000470806819447831,FALSE,82,1
"Tachycardia","regular",0,2,2,0,0.000347826086956522,0.000470806819447831,FALSE,81,1
"Tacrolimus","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,80,1
"Takayasu_s_Arteritis","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,79,1
"Telemedicine","regular",1,0,1,0,0.000345065562456867,0.000569447854176013,FALSE,690,1
"Testosterone","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,78,1
"Tetradecanoylphorbol_Acetate","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,77,1
"Therapeutic_procedure","regular",0,29,29,0,0.000507356671740233,0.000470806819447831,FALSE,76,1
"Thioacetamide","regular",0,2,2,0,0.000374111485222596,0.000470806819447831,FALSE,75,1
"Thiopental","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,74,1
"Thrombocytopenia","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,176,1
"Thromboembolism","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,73,1
"Thrombophilia","regular",0,1,1,0,0.000329706561160567,0.000470806819447831,FALSE,71,1
"Thrombus","regular",0,3,3,0,0.000346860908775581,0.000470806819447831,FALSE,70,1
"Tissue_damage","regular",1,0,1,0,0.000351370344342937,0.000497485872549875,FALSE,147,1
"Torsades_de_Pointes","regular",1,0,1,0,0.000356379187455453,0.000482933661766942,FALSE,181,1
"Tourniquets","regular",0,2,2,0,0.000442477876106195,0.000470806819447831,FALSE,69,1
"Toxic_Epidermal_Necrolysis","regular",1,0,1,0,0.000356379187455453,0.000482933661766942,FALSE,180,1
"Toxin","regular",0,2,2,0,0.000407497962510187,0.000470806819447831,FALSE,68,1
"Toxoplasma_gondii","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,67,1
"Transforming_Growth_Factor_beta","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,66,1
"Transplantation","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,65,1
"Treatment_Protocols","regular",0,1,1,0,0.000351988736360436,0.000470806819447831,FALSE,64,1
"Trisomy","regular",0,1,1,0,0.000295159386068477,0.000470806819447831,FALSE,63,1
"Tuberculosis","regular",0,2,2,0,0.000412881915772089,0.000470806819447831,FALSE,62,1
"Turpentine","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,61,1
"U_44619","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,60,1
"Ulcer","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,439,1
"Unilateral_nephrectomy","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,59,1
"Unilateral_renal_artery_stenosis","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,58,1
"Up_Regulation_Physiology","regular",1,0,1,0,0.000337381916329285,0.000499391519200021,FALSE,83,1
"Uric_Acid","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,57,1
"Vaccination","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,56,1
"Vaccines","regular",0,2,2,0,0.00040016006402561,0.000470806819447831,FALSE,55,1
"Vascular_Diseases","regular",1,3,4,0,0.000476190476190476,0.00140505922789528,TRUE,700,61
"Vasoconstrictor_Agents","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,54,1
"Vasodilation","regular",1,0,1,0,0.000336247478143914,0.000570853268580495,FALSE,225,1
"Vasodilation_disorder","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,53,1
"Venoms","regular",0,1,1,0,0.000323206205559147,0.000470806819447831,FALSE,52,1
"Ventricular_Dysfunction_Left","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,721,1
"Ventricular_Fibrillation","regular",1,1,2,0,0.000374251497005988,0.000814362236633597,FALSE,738,1
"Ventricular_arrhythmia","regular",1,0,1,0,0.000352485019386676,0.000814362236633597,FALSE,737,1
"Ventricular_hypertrophy","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,720,1
"Virulence_Factors","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,51,1
"Virus","regular",0,20,20,0,0.000430848772081,0.000470806819447831,FALSE,49,1
"Vitamin_D_Deficiency","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,48,1
"Vitamin_K_3","regular",0,1,1,0,0.000356252226576416,0.000470806819447831,FALSE,47,1
"Water","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,46,1
"Water_consumption","regular",1,0,1,0,0.000329815303430079,0.000515271907951238,FALSE,625,1
"Weight_Gain","regular",1,0,1,0,0.000356379187455453,0.000482933661766942,FALSE,179,1
"West_Nile_virus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,45,1
"Wounds_and_Injuries","regular",0,9,9,0,0.000472143531633617,0.000470806819447831,FALSE,44,1
"X_linked_agammaglobulinemia","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,246,1
"Xenobiotics","regular",0,1,1,0,0.00035498757543486,0.000470806819447831,FALSE,43,1
"Xylella_fastidiosa","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,42,1
"Zinc","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,41,1
"Zymosan","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,40,1
"adenine","regular",0,1,1,0,0.000321646831778707,0.000470806819447831,FALSE,39,1
"adenoma","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,38,1
"agonists","regular",0,5,5,0,0.000448430493273543,0.000470806819447831,FALSE,37,1
"alanosine","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,36,1
"alpha_Synuclein","regular",0,2,2,0,0.000319693094629156,0.000470806819447831,FALSE,35,1
"aluminum","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,34,1
"aluminum_chloride","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,33,1
"aorta_constriction","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,32,1
"arginine_methyl_ester","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,31,1
"beta_Thalassemia","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,245,1
"beta_site_APP_cleaving_enzyme_1_BACE1","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,30,1
"bevacizumab","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,29,1
"carrageenan","regular",0,2,2,0,0.000371333085777943,0.000470806819447831,FALSE,28,1
"cell_injury","regular",4,0,4,0,0.000363504180298073,0.000589592127306931,FALSE,438,1
"cytokine","regular",0,9,9,0,0.000430848772081,0.000470806819447831,FALSE,27,1
"cytotoxicity","regular",5,0,5,0,0.000373831775700935,0.000616011319502137,FALSE,680,1
"depolarization","regular",4,0,4,0,0.00035880875493362,0.000851443309826128,FALSE,217,1
"desoxycorticosterone_acetate","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,26,1
"diabetic","regular",0,0,0,0,NA,0.000470806819447831,FALSE,25,1
"end_organ_damage","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,719,1
"galactose","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,24,1
"gamma_secretase","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,23,1
"gene_therapy","regular",0,4,4,0,0.000418060200668896,0.000470806819447831,FALSE,22,1
"glucose_high","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,21,1
"hearing_impairment","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,244,1
"homocysteine","regular",0,2,2,0,0.000396667988893296,0.000470806819447831,FALSE,20,1
"hydrochloride","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,19,1
"hypercholesterolemia","regular",1,0,1,0,0.000354233085370174,0.000486198580852857,FALSE,483,1
"hypoglycemia","regular",3,0,3,0,0.000355618776671408,0.000949947039379385,FALSE,742,1
"imbalance","regular",0,5,5,0,0.000483091787439614,0.000470806819447831,FALSE,18,1
"inhibitors","regular",0,4,4,0,0.000447828034034931,0.000470806819447831,FALSE,17,1
"loss_bone","regular",2,0,2,0,0.000355998576005696,0.000541775729177406,FALSE,395,1
"microbial","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,16,1
"microglial_cell_activation","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,300,1
"nervous_system_disorder","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,243,1
"neuron_loss","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,15,1
"neuronal","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,14,1
"oxidized_low_density_lipoprotein","regular",0,4,4,0,0.000384024577572965,0.000470806819447831,FALSE,13,1
"parathyroid_hormone_related_protein","regular",0,1,1,0,0.000323729362253156,0.000470806819447831,FALSE,12,1
"particle","regular",0,3,3,0,0.000376506024096386,0.000470806819447831,FALSE,11,1
"potassium_oxonate","regular",0,1,1,0,0.000321646831778707,0.000470806819447831,FALSE,10,1
"presenilin","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,9,1
"presenilin_1","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,8,1
"receptor","regular",0,3,3,0,0.00046339202965709,0.000470806819447831,FALSE,7,1
