"Node","Type","In_Degree","Out_Degree","Total_Degree","Betweenness","Closeness","PageRank","In_Cycle","SCC_ID","SCC_Size"
"Cytomegalovirus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,517,1
"Cytopathic_effect","regular",1,0,1,0,0.000315756236185665,0.000490816109274364,FALSE,516,1
"DELETION","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,515,1
"DNA","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,514,1
"DNA_Damage","regular",3,0,3,0,0.000359971202303816,0.000576310347624095,FALSE,513,1
"DNA_Mitochondrial","regular",0,3,3,0,0.000418935902806871,0.000470806819447831,FALSE,512,1
"DOCA","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,511,1
"Deafness","regular",2,0,2,0,0.000358166189111748,0.000514087101517761,FALSE,510,1
"Death_finding","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,509,1
"Degenerative_polyarthritis","regular",0,1,1,0,0.00034952813701503,0.000470806819447831,FALSE,508,1
"Dementia","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,507,1
"Dementia_Vascular","regular",2,0,2,0,0.000462962962962963,0.00322710418161133,FALSE,765,1
"Denervation","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,506,1
"Dengue_Virus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,505,1
"Deoxycorticosterone","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,504,1
"Dependence","regular",1,0,1,0,0.000348553502962705,0.000527976218952211,FALSE,503,1
"Depressive_disorder","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,502,1
"Detection","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,501,1
"Deterioration","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,500,1
"Dexamethasone","regular",0,3,3,0,0.000444642063139173,0.000470806819447831,FALSE,499,1
"Dextran","regular",0,1,1,0,0.000323206205559147,0.000470806819447831,FALSE,498,1
"Dextran_Sulfate","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,497,1
"Dextran_Sulfate_Sodium","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,496,1
"Diabetes_Mellitus_Insulin_Dependent","regular",1,0,1,0,0.000333889816360601,0.000520830044014163,FALSE,495,1
"Diagnosis","regular",5,0,5,0,0.000482625482625483,0.00604609157211158,FALSE,763,1
"Diarrhea","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,494,1
"Diarrheal_disorder","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,493,1
"Diastolic_dysfunction","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,761,1
"Diet","regular",0,26,26,0,0.000505816894284269,0.000470806819447831,FALSE,482,1
"Diet_High_Fat","regular",0,13,13,0,0.000453926463912846,0.000470806819447831,FALSE,480,1
"Diet_Protein_Restricted","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,479,1
"Dinoprost","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,478,1
"Dinoprostone","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,477,1
"Disability_NOS","regular",16,0,16,0,0.000496277915632754,0.0100337412461021,FALSE,784,1
"Disease_Progression","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,476,1
"Dissection_of_aorta","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,760,1
"Dissociation","regular",1,0,1,0,0.000297796307325789,0.00060420208495805,FALSE,475,1
"Dopamine","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,474,1
"Dopamine_Receptor","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,473,1
"Down_Regulation","regular",2,0,2,0,0.000340136054421769,0.000579428678506152,FALSE,472,1
"Doxorubicin","regular",0,6,6,0,0.000395726157499011,0.000470806819447831,FALSE,470,1
"Drinking_Water","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,469,1
"Dysbiosis","regular",1,0,1,0,0.00032797638570023,0.000501590342257882,FALSE,481,1
"Dyslipidemias","regular",1,0,1,0,0.000354233085370174,0.000486198580852857,FALSE,492,1
"ERCC8_CSH1_HSPA9","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,468,1
"Edema","regular",9,0,9,0,0.000444839857651246,0.00328926735322733,FALSE,759,1
"Embolism","regular",0,2,2,0,0.000442673749446658,0.000470806819447831,FALSE,467,1
"Embolization_Therapeutic","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,466,1
"Emotional_Stress","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,465,1
"Encephalitis","regular",1,0,1,0,0.000315756236185665,0.000490816109274364,FALSE,464,1
"Encephalopathies","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,758,1
"End_stage_renal_failure","regular",7,0,7,0,0.00044404973357016,0.00332567086200759,FALSE,764,1
"Endocrine_System_Diseases","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,463,1
"Endopeptidases","regular",0,2,2,0,0.0003933910306845,0.000470806819447831,FALSE,462,1
"Endothelin","regular",0,2,2,0,0.000445632798573975,0.000470806819447831,FALSE,461,1
"Endothelin_1","regular",0,2,2,0,0.000445632798573975,0.000470806819447831,FALSE,460,1
"Endotoxemia","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,459,1
"Endotoxins","regular",0,4,4,0,0.000382262996941896,0.000470806819447831,FALSE,458,1
"Enzymes","regular",0,4,4,0,0.000418060200668896,0.000470806819447831,FALSE,456,1
"Epinephrine","regular",0,5,5,0,0.000447027268663388,0.000470806819447831,FALSE,453,1
"Erectile_dysfunction","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,757,1
"Erythropoietin","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,452,1
"Escherichia_coli","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,451,1
"Essential_Hypertension","regular",1,1,2,0,0.000441501103752759,0.00140505922789528,TRUE,700,61
"Estrogens","regular",0,3,3,0,0.000443852640923213,0.000470806819447831,FALSE,449,1
"Ethanol","regular",0,28,28,0,0.000491159135559921,0.000470806819447831,FALSE,437,1
"Etomidate","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,436,1
"Evaluation","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,707,1
"Evaluation_procedure","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,706,1
"Excision","regular",0,2,2,0,0.000444247001332741,0.000470806819447831,FALSE,435,1
"Exocytosis","regular",1,0,1,0,0.000337381916329285,0.000499391519200021,FALSE,434,1
"Experimental_Autoimmune_Encephalomyelitis","regular",1,0,1,0,0.000297176820208024,0.00060420208495805,FALSE,433,1
"Extravasation","regular",3,0,3,0,0.000442282176028306,0.00173854739167103,FALSE,756,1
"FGFR3_gene_FGFR3","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,432,1
"FRAGMENTS","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,431,1
"Fabry_Disease","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,430,1
"Falls","regular",1,0,1,0,0.000356379187455453,0.000482933661766942,FALSE,429,1
"Familial_Alzheimer_s_disease","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,428,1
"Familial_Mediterranean_Fever","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,427,1
"Familial_disease","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,426,1
"Fatty_Acids","regular",0,1,1,0,0.000349162011173184,0.000470806819447831,FALSE,425,1
"Fatty_Acids_Nonesterified","regular",0,1,1,0,0.000349162011173184,0.000470806819447831,FALSE,424,1
"Fatty_Liver","regular",4,0,4,0,0.000375657400450789,0.00067513048888416,FALSE,730,1
"Fatty_degeneration","regular",2,0,2,0,0.000360230547550432,0.000500490930728951,FALSE,491,1
"Febrile_neutropenia","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,423,1
"Fentanyl","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,422,1
"Fever","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,421,1
"Fibromuscular_Dysplasia","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,420,1
"Fibrosis_Liver","regular",1,0,1,0,0.000325520833333333,0.000515271907951238,FALSE,419,1
"Flavivirus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,418,1
"Fluid_overload","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,417,1
"Fluorouracil","regular",0,1,1,0,0.00035498757543486,0.000470806819447831,FALSE,416,1
"Food","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,415,1
"Foreign_Bodies","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,414,1
"Formalin","regular",0,1,1,0,0.000323206205559147,0.000470806819447831,FALSE,413,1
"Fracture","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,412,1
"Free_Radicals","regular",0,6,6,0,0.000426803243704652,0.000470806819447831,FALSE,411,1
"Freund_s_Adjuvant","regular",0,1,1,0,0.000369549150036955,0.000470806819447831,FALSE,410,1
"Fructose","regular",0,2,2,0,0.000442673749446658,0.000470806819447831,FALSE,409,1
"Fungi","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,408,1
"Galactosamine","regular",0,1,1,0,0.000365497076023392,0.000470806819447831,FALSE,407,1
"Gastric_mucosal_lesion","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,448,1
"Gastric_ulcer","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,447,1
"Gastroesophageal_reflux_disease","regular",0,1,1,0,0.000362187613183629,0.000470806819447831,FALSE,406,1
"Gaucher_Disease","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,405,1
"Gene_Mutation","regular",0,2,2,0,0.000417362270450751,0.000470806819447831,FALSE,404,1
"Genes","regular",0,11,11,0,0.000485436893203883,0.000470806819447831,FALSE,402,1
"Genus_Mycobacterium","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,401,1
"Germ_Line_Mutation","regular",0,2,2,0,0.000399042298483639,0.000470806819447831,FALSE,400,1
"Gingival_Overgrowth","regular",1,0,1,0,0.000321853878339234,0.00060420208495805,FALSE,522,1
"Glaucoma","regular",1,0,1,0,0.000322788896061975,0.000550843978753963,FALSE,399,1
"Glomerulonephritis","regular",0,1,1,0,0.000322788896061975,0.000470806819447831,FALSE,398,1
"Glomerulosclerosis","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,754,1
"Glucocorticoid_remediable_aldosteronism","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,397,1
"Glucocorticoids","regular",0,7,7,0,0.000445632798573975,0.000470806819447831,FALSE,394,1
"Glucose","regular",0,5,5,0,0.000383435582822086,0.000470806819447831,FALSE,393,1
"Glucose_Intolerance","regular",1,0,1,0,0.000354233085370174,0.000486198580852857,FALSE,490,1
"Glutamate","regular",0,4,4,0,0.000397772474144789,0.000470806819447831,FALSE,392,1
"Glycerol","regular",0,1,1,0,0.00032626427406199,0.000470806819447831,FALSE,391,1
"Glycogen_Synthase_Kinase_3","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,390,1
"Glycosylation_End_Products_Advanced","regular",0,2,2,0,0.000396667988893296,0.000470806819447831,FALSE,389,1
"Glycyrrhizic_Acid","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,388,1
"Gram_Negative_Bacteria","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,387,1
"Growth","regular",3,0,3,0,0.000463606861381548,0.00275247026565324,FALSE,753,1
"Growth_arrest","regular",1,0,1,0,0.00035498757543486,0.000484606329673026,FALSE,386,1
"HIV","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,385,1
"HIV_Infections","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,384,1
"Haemophilus_influenzae","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,383,1
"Halothane","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,382,1
"Hantavirus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,381,1
"Headache","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,752,1
"Heart_Arrest","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,380,1
"Heart_Diseases","regular",1,3,4,0,0.000456204379562044,0.00140505922789528,TRUE,700,61
"Helicobacter_pylori","regular",0,2,2,0,0.000406338886631451,0.000470806819447831,FALSE,379,1
"Hemiparesis","regular",1,0,1,0,0.000341763499658237,0.00134385601165127,FALSE,783,1
"Hemiplegia","regular",1,0,1,0,0.000341763499658237,0.00134385601165127,FALSE,782,1
"Hemolytic_Uremic_Syndrome","regular",0,1,1,0,0.00032626427406199,0.000470806819447831,FALSE,378,1
"Hemorrhage","regular",0,2,2,0,0.000381970970206264,0.000470806819447831,FALSE,377,1
"Hemorrhagic_Fevers_Viral","regular",1,0,1,0,0.000315756236185665,0.000490816109274364,FALSE,376,1
"Hepatitis","regular",1,0,1,0,0.000315756236185665,0.000490816109274364,FALSE,375,1
"Hepatitis_B","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,374,1
"Hepatitis_B_Virus","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,373,1
"Hepatitis_C","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,372,1
"Hepatitis_C_virus","regular",0,1,1,0,0.000349406009783368,0.000470806819447831,FALSE,371,1
"Hepatolenticular_Degeneration","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,370,1
"Hepatotoxicity","regular",2,0,2,0,0.000362976406533575,0.000497226011643037,FALSE,446,1
"Hereditary_Diseases","regular",2,0,2,0,0.000358166189111748,0.000514087101517761,FALSE,403,1
"Herpesviridae","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,369,1
"Herpesvirus_1_Human","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,368,1
"Histamine","regular",0,2,2,0,0.000329055610398157,0.000470806819447831,FALSE,367,1
"Hormones","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,366,1
"Hospital_admission","regular",2,0,2,0,0.000443066016836509,0.00360260756865902,FALSE,779,1
"Hospitalization","regular",14,0,14,0,0.000469704086425552,0.010353050320561,FALSE,780,1
"Human_Papillomavirus","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,365,1
"Human_cells","regular",2,0,2,0,0.000356125356125356,0.000510507791325873,FALSE,364,1
"Huntington_Disease","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,363,1
"Hydrocephalus","regular",2,0,2,0,0.000342700479780672,0.000799638233985704,FALSE,711,1
"Hydrocortisone","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,362,1
"Hydrogen_Peroxide","regular",0,3,3,0,0.000373552484124019,0.000470806819447831,FALSE,361,1
"Hydronephrosis","regular",1,1,2,0,0.000443066016836509,0.000599545335720301,TRUE,700,61
"Hyperactive_behavior","regular",1,0,1,0,0.000321646831778707,0.00067089971771316,FALSE,543,1
"Hyperaldosteronism","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,360,1
"Hypercholesterolemia_Familial","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,359,1
"Hyperhomocysteinemia","regular",1,0,1,0,0.000354233085370174,0.000486198580852857,FALSE,489,1
"Hyperlipidemia","regular",2,0,2,0,0.00035486160397445,0.000516982103662907,FALSE,488,1
"Hypernatremia","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,358,1
"Hyperparathyroidism","regular",0,1,1,0,0.000323729362253156,0.000470806819447831,FALSE,357,1
"Hyperparathyroidism_Primary","regular",0,1,1,0,0.000323729362253156,0.000470806819447831,FALSE,356,1
"Hyperphagia","regular",0,1,1,0,0.000362187613183629,0.000470806819447831,FALSE,355,1
"Hyperplasia","regular",1,1,2,0,0.000448028673835125,0.000922124302784822,FALSE,675,1
"Hypersensitivity","regular",1,1,2,0,0.000404040404040404,0.000482933661766942,FALSE,354,1
"Hypertension_Portal","regular",2,0,2,0,0.000351741118536757,0.00249904147217989,FALSE,755,1
"Hypertension_Renovascular","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,353,1
"Hypertensive","regular",1,0,1,0,0.000329815303430079,0.000515271907951238,FALSE,627,1
"Hypertensive_heart_disease_NOS","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,749,1
"Hypertrophy_Left_Ventricular","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,745,1
"Hypoplasia","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,351,1
"Hypothyroidism","regular",1,0,1,0,0.00035498757543486,0.000484606329673026,FALSE,350,1
"IMPACT_gene","regular",0,3,3,0,0.000481463649494463,0.000470806819447831,FALSE,349,1
"Immobilization","regular",0,2,2,0,0.000441891294741494,0.000470806819447831,FALSE,348,1
"Immune_Tolerance","regular",1,0,1,0,0.00032478077297824,0.000570853268580495,FALSE,347,1
"Immune_response","regular",2,0,2,0,0.00034952813701503,0.000559736996454644,FALSE,346,1
"Immunologic_Deficiency_Syndromes","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,345,1
"Immunosuppressive_Agents","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,344,1
"Implantation_procedure","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,342,1
"Implants","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,341,1
"Inactivation","regular",1,0,1,0,0.000308832612723904,0.000570853268580495,FALSE,457,1
"Infarction","regular",2,0,2,0,0.000442477876106195,0.00174861464508125,FALSE,743,1
"Infectious_agent","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,340,1
"Infertility","regular",2,0,2,0,0.000400962309542903,0.00179563684047344,FALSE,716,1
"Inflammasomes","regular",0,2,2,0,0.0003933910306845,0.000470806819447831,FALSE,338,1
"Infusion_procedures","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,336,1
"Injection","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,335,1
"Injection_procedure","regular",0,8,8,0,0.000474833808167142,0.000470806819447831,FALSE,334,1
"Injections_Intraperitoneal","regular",0,1,1,0,0.000364033491081179,0.000470806819447831,FALSE,333,1
"Injury_of_stomach","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,445,1
"Insulin","regular",0,5,5,0,0.00044404973357016,0.000470806819447831,FALSE,332,1
"Interleukin_1_beta","regular",0,2,2,0,0.000369822485207101,0.000470806819447831,FALSE,331,1
"Interventional_procedure","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,330,1
"Intestinal_Microbiome","regular",0,3,3,0,0.000481463649494463,0.000470806819447831,FALSE,329,1
"Intracranial_Hemorrhages","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,741,1
"Intubation_Intratracheal","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,328,1
"Ionizing_radiation","regular",0,1,1,0,0.000365497076023392,0.000470806819447831,FALSE,327,1
"Ions","regular",0,3,3,0,0.000398089171974522,0.000470806819447831,FALSE,326,1
"Iron","regular",0,3,3,0,0.000405350628293474,0.000470806819447831,FALSE,325,1
"Isoflurane","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,324,1
"Isoproterenol","regular",0,3,3,0,0.000333778371161549,0.000470806819447831,FALSE,323,1
"Juxtaglomerular_tumor","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,322,1
"Ketamine","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,321,1
"Kidney_Failure_Acute","regular",10,0,10,0,0.000450653447498873,0.00353509221130665,FALSE,740,1
"Kidney_Transplantation","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,320,1
"LRRK2_gene_LRRK2","regular",0,1,1,0,0.000317762948840165,0.000470806819447831,FALSE,319,1
"Labor_Childbirth","regular",3,0,3,0,0.000442282176028306,0.00200533792269147,FALSE,735,1
"Lack_of_sensation","regular",11,0,11,0,0.000449438202247191,0.00481876534072518,FALSE,734,1
"Left_ventricular_systolic_dysfunction","regular",0,1,1,0,0.000342231348391513,0.000470806819447831,FALSE,318,1
"Leptin_LEP","regular",0,2,2,0,0.000442477876106195,0.000470806819447831,FALSE,317,1
"Lesion_of_stomach","regular",1,0,1,0,0.000346981263011797,0.000485099169323926,FALSE,443,1
"Leukoencephalopathy","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,316,1
"Leukopenia","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,315,1
"Leukotriene_D4","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,314,1
"Levodopa","regular",0,1,1,0,0.000351741118536757,0.000470806819447831,FALSE,313,1
"Lewy_Body_Disease","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,705,1
"Licorice","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,312,1
"Ligation","regular",0,9,9,0,0.000449236298292902,0.000470806819447831,FALSE,310,1
"Lipids","regular",0,2,2,0,0.000396196513470681,0.000470806819447831,FALSE,309,1
"Lipopolysaccharides","regular",0,36,36,0,0.000493339911198816,0.000470806819447831,FALSE,299,1
"Liquid_substance","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,298,1
"Little_s_Disease","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,297,1
"Liver_Failure","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,296,1
"Liver_Failure_Acute","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,308,1
"Liver_damage","regular",3,0,3,0,0.00036941263391208,0.000508342283768889,FALSE,442,1
"Long_QT_Syndrome","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,295,1
"Lung_Diseases_Interstitial","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,294,1
"Lung_Injury","regular",1,0,1,0,0.000348068221371389,0.000481923091573683,FALSE,307,1
"Lung_diseases","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,293,1
"Lysosomal_Storage_Diseases","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,292,1
"MAPT","regular",0,2,2,0,0.000394632991318074,0.000470806819447831,FALSE,291,1
"MAPT_protein_human_MAPT","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,290,1
"Magnesium","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,289,1
"Malaria","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,288,1
"Malignant_neoplasm_of_breast","regular",1,0,1,0,0.000322684737011939,0.00060420208495805,FALSE,450,1
"Malnutrition","regular",0,3,3,0,0.0004739336492891,0.000470806819447831,FALSE,287,1
"Marfan_Syndrome","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,286,1
"Massive_hemorrhage","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,285,1
"Memory_Loss","regular",1,0,1,0,0.000393081761006289,0.00229285177316367,FALSE,704,1
"Memory_impairment","regular",2,1,3,0,0.000398247710075667,0.000581969540706347,FALSE,306,1
"Mental_deterioration","regular",0,1,1,0,0.000393081761006289,0.000470806819447831,FALSE,284,1
"Metabolic_Diseases","regular",4,0,4,0,0.000378071833648393,0.000667737894120662,FALSE,729,1
"Metabolic_syndrome","regular",2,1,3,0,0.000444642063139173,0.000630054616197972,TRUE,700,61
"Metals","regular",0,3,3,0,0.000400320256204964,0.000470806819447831,FALSE,283,1
"Metals_Heavy","regular",0,2,2,0,0.000360880548538434,0.000470806819447831,FALSE,282,1
"Methacholine","regular",0,1,1,0,0.000327653997378768,0.000470806819447831,FALSE,281,1
"Methamphetamine","regular",0,1,1,0,0.00035498757543486,0.000470806819447831,FALSE,280,1
"Methylcholanthrene","regular",0,1,1,0,0.000336927223719677,0.000470806819447831,FALSE,279,1
"MicroRNAs","regular",0,5,5,0,0.000482160077145612,0.000470806819447831,FALSE,277,1
"Microorganism","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,276,1
"Microplastics","regular",0,1,1,0,0.000356252226576416,0.000470806819447831,FALSE,275,1
"Midazolam","regular",0,1,1,0,0.000325626831650928,0.000470806819447831,FALSE,274,1
"Middle_Cerebral_Artery_Occlusion","regular",0,2,2,0,0.00035486160397445,0.000470806819447831,FALSE,273,1
"Migraine_Disorders","regular",0,1,1,0,0.00034952813701503,0.000470806819447831,FALSE,272,1
"Mineralocorticoid_Receptor","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,271,1
"Mineralocorticoids","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,270,1
"Mitochondrial_Diseases","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,269,1
"Mixture","regular",0,1,1,0,0.00035498757543486,0.000470806819447831,FALSE,268,1
"Molecule","regular",0,2,2,0,0.000417362270450751,0.000470806819447831,FALSE,267,1
"Monocrotaline","regular",0,1,1,0,0.000322164948453608,0.000470806819447831,FALSE,266,1
"Mouse_Model","regular",2,0,2,0,0.000362976406533575,0.000497314852978708,FALSE,487,1
"Mucositis","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,265,1
"Multiple_Organ_Failure","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,264,1
"Multiple_Sclerosis","regular",0,2,2,0,0.000400641025641026,0.000470806819447831,FALSE,263,1
"Muscular_Atrophy","regular",2,0,2,0,0.000323834196891192,0.000728069117217539,FALSE,396,1
"Muscular_Dystrophies","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,262,1
"Muscular_Dystrophy_Duchenne","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,261,1
"Musculoskeletal_Diseases","regular",0,1,1,0,0.00034952813701503,0.000470806819447831,FALSE,260,1
"Mutation","regular",0,58,58,0,0.000510204081632653,0.000470806819447831,FALSE,242,1
"Mutation_Missense","regular",0,1,1,0,0.000398883127243718,0.000470806819447831,FALSE,241,1
"Myasthenic_Syndromes_Congenital","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,259,1
"Mycobacterium_tuberculosis","regular",0,2,2,0,0.000412881915772089,0.000470806819447831,FALSE,240,1
"Mycoses","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,239,1
"Myelosuppression","regular",1,0,1,0,0.00032605151613955,0.000497485872549875,FALSE,238,1
"Myocardial_dysfunction","regular",2,0,2,0,0.000441891294741494,0.00147963088673974,FALSE,733,1
"Myocardial_fibrosis","regular",1,0,1,0,0.000441501103752759,0.00140505922789549,FALSE,732,1
"Myopathy","regular",1,0,1,0,0.000356379187455453,0.000477706574560429,FALSE,258,1
"NEPHROTOXICITY","regular",1,0,1,0,0.000321853878339234,0.00060420208495805,FALSE,521,1
"NG_Nitroarginine_Methyl_Ester","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,237,1
"NOS3_protein_human_NOS3","regular",0,1,1,0,0.000441501103752759,0.000470806819447831,FALSE,236,1
"N_Methylaspartate","regular",0,1,1,0,0.00037202380952381,0.000470806819447831,FALSE,235,1
