from,to
Toxic_effect,Alzheimers
Toxic_effect,Hypertension
Hypertension,Alzheimers
Antioxidants,Alzheimers
Antioxidants,Hypertension
Antioxidants,Oxidative_Stress
Antioxidants,Toxic_effect
Oxidative_Stress,Alzheimers
Oxidative_Stress,Hypertension
