from,to
Diabetes,Alzheimers
Diabetes,End_stage_renal_failure
Diabetes,Hypertension
Diabetes_Mellitus_Non_Insulin_Dependent,Alzheimers
Diabetes_Mellitus_Non_Insulin_Dependent,End_stage_renal_failure
Hypertension,Alzheimers
Hypertension,Diabetes
Hypertension,Diabetes_Mellitus_Non_Insulin_Dependent
Hypertension,End_stage_renal_failure
