from,to
Diet,Alzheimers
Diet,Hypertension
Diet,Fatty_Liver
Diet,Obesity
Obesity,Alzheimers
Obesity,Hypertension
Obesity,Fatty_Liver
Hypertension,Alzheimers
Hypertension,Obesity
