from,to
Metabolic_syndrome,Hypertension
Hypertension,Alzheimers
Hypertension,Obesity
Diet,Alzheimers
Diet,Hypertension
Diet,Metabolic_syndrome
Diet,Obesity
Obesity,Alzheimers
Obesity,Hypertension
Obesity,Metabolic_syndrome
