node,scc_id,scc_size
Kidney_Failure_Chronic,75,50
Cardiovascular_Diseases,75,50
Abnormal_renal_function,75,50
Ischemia,75,50
Vascular_Diseases,75,50
Diabetes_Mellitus,75,50
Alzheimers,75,50
Diabetes_Mellitus_Non_Insulin_Dependent,75,50
Diabetic_Nephropathy,75,50
Atherosclerosis,75,50
Spastic_syndrome,75,50
Myocardial_Ischemia,75,50
Parkinson_Disease,75,50
Hypertension,75,50
Cerebral_atrophy,75,50
Pathogenesis,75,50
Metabolic_syndrome,75,50
Chronic_inflammation,75,50
Neurodegenerative_Disorders,75,50
Hypoxia,75,50
Pre_Eclampsia,75,50
Hyperinsulinism,75,50
Obesity,75,50
Fibrosis,75,50
Heart_failure,75,50
Heart_Diseases,75,50
Neurofibrillary_Tangles,75,50
Diabetes,75,50
Cardiac_Hypertrophy,75,50
Amyloid_deposition,75,50
Hyperglycemia,75,50
Degenerative_abnormality,75,50
Inflammation,75,50
Chronic_Kidney_Diseases,75,50
Atrial_Fibrillation,75,50
Renal_Insufficiency,75,50
Insulin_Resistance,75,50
Coronary_Arteriosclerosis,75,50
Cerebrovascular_accident,75,50
Essential_Hypertension,75,50
Kidney_Failure,75,50
Arteriosclerosis,75,50
Fetal_Growth_Retardation,75,50
Stiffness,75,50
Atrophic,75,50
Endothelial_dysfunction,75,50
Kidney_Diseases,75,50
Cardiomyopathies,75,50
Myocardial_Infarction,75,50
Hypertrophy,75,50
Malignant_Neoplasms,92,2
Neoplasm,92,2
Aging,0,1
Cessation_of_life,1,1
Blind_Vision,2,1
Abdominal_compartment_syndrome,3,1
Hospitalization,4,1
Disability_NOS,5,1
Hemiparesis,6,1
Hemiplegia,7,1
Hospital_admission,8,1
Ischemic_stroke,9,1
Blood_Pressure,10,1
Brain_Edema,11,1
Brain_hemorrhage,12,1
Cardiac_complication,13,1
Cardiovascular_morbidity,14,1
Cerebral_Edema,15,1
Cerebral_Hemorrhage,16,1
Cerebral_hemisphere_hemorrhage,17,1
Cerebrovascular_Disorders,18,1
Chronic_heart_failure,19,1
Congestive_heart_failure,20,1
Coronary_heart_disease,21,1
Dementia_Vascular,22,1
End_stage_renal_failure,23,1
Asthma,24,1
Anemia,25,1
Diastolic_dysfunction,26,1
Dissection_of_aorta,27,1
Edema,28,1
Encephalopathies,29,1
Erectile_dysfunction,30,1
Extravasation,31,1
Hypertension_Portal,32,1
Glomerulosclerosis,33,1
Growth,34,1
Headache,35,1
Right_ventricular_failure,36,1
Hypertension_Pulmonary,37,1
Hypertensive_heart_disease_NOS,38,1
Death_Sudden,39,1
Death_Sudden_Cardiac,40,1
Hypertrophic_Cardiomyopathy,41,1
Hypertrophy_Left_Ventricular,42,1
Pulmonary_arterial_hypertension,43,1
Infarction,44,1
hypoglycemia,45,1
Intracranial_Hemorrhages,46,1
Kidney_Failure_Acute,47,1
Necrosis,48,1
Ventricular_Fibrillation,49,1
Ventricular_arrhythmia,50,1
cardiac_arrhythmia,51,1
Labor_Childbirth,52,1
Lack_of_sensation,53,1
Myocardial_dysfunction,54,1
Myocardial_fibrosis,55,1
Nephrosclerosis,56,1
Fatty_Liver,57,1
Metabolic_Diseases,58,1
Pathological_Dilatation,59,1
Posterior_reversible_encephalopathy_syndrome,60,1
Pregnancy,61,1
Premature_Birth,62,1
Proteinuria,63,1
Pulmonary_Edema,64,1
Purpura_Thrombotic_Thrombocytopenic,65,1
Ventricular_Dysfunction_Left,66,1
Ventricular_hypertrophy,67,1
end_organ_damage,68,1
Evaluation,69,1
Evaluation_procedure,70,1
Lewy_Body_Disease,71,1
Memory_Loss,72,1
Senile_Plaques,73,1
Senile_dementia,74,1
Toxic_effect,76,1
1_4_dioxin,77,1
Nerve_Degeneration,78,1
1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine,79,1
Challenge,80,1
Cytokine_Storm,81,1
Pneumonia,82,1
Respiratory_Distress_Syndrome_Adult,83,1
Respiratory_Failure,84,1
Severe_Acute_Respiratory_Syndrome,85,1
Telemedicine,86,1
COVID_19,87,1
2019_novel_coronavirus,88,1
20_hydroxy_5_8_11_14_eicosatetraenoic_acid,89,1
Hypercalcemia,90,1
Neoplasm_Metastasis,91,1
9_10_Dimethyl_1_2_benzanthracene,93,1
Apoptosis,94,1
Cell_Death,95,1
cytotoxicity,96,1
APP_gene,97,1
APP_protein_human,98,1
ATM_gene_ATM,99,1
Hyperplasia,100,1
Inflammatory_Response,101,1
Neuropathic_pain,102,1
Pain,103,1
Injury,104,1
Acetaminophen,105,1
Acetate,106,1
Acetylcholine,107,1
Acetylcholinesterase,108,1
Acids,109,1
Aconitine,110,1
Acquired_Immunodeficiency_Syndrome,111,1
