from,to
Obesity,Alzheimers
Obesity,Hypertension
Diet,Alzheimers
Diet,Hypertension
Diet,Obesity
Mutation,Alzheimers
Mutation,Hypertension
Mutation,Obesity
Hypertension,Alzheimers
Hypertension,Obesity
