from,to
Hypertension,Alzheimers
Hypertension,Inflammation
Inflammation,Alzheimers
Inflammation,Hypertension
Inflammation,Immune_response
Alzheimers,Inflammation
Genes,Alzheimers
Genes,Hypertension
Genes,Immune_response
