node,node_type,in_degree,out_degree,total_degree,betweenness,pagerank,in_cycle,scc_id,scc_size
Cardiovascular_Diseases,regular,12,7,19,0.000182,0.003099,True,127,98
Nerve_Degeneration,regular,16,3,19,0.000175,0.000851,False,131,1
Diabetes_Mellitus_Non_Insulin_Dependent,regular,11,7,18,0.000165,0.001882,True,127,98
Cardiomyopathies,regular,13,5,18,0.000154,0.001421,True,127,98
Subarachnoid_Hemorrhage,regular,3,3,6,0.000151,0.000581,False,297,1
Periodontitis,regular,3,2,5,0.000150,0.000576,False,1016,1
Impaired_cognition,regular,6,2,8,0.000148,0.000422,False,175,1
Mitral_Valve_Insufficiency,regular,3,1,4,0.000148,0.000842,True,127,98
Kidney_Failure,regular,9,2,11,0.000146,0.001579,True,127,98
Diagnosis,regular,8,1,9,0.000139,0.004298,True,127,98
Asthma,regular,10,6,16,0.000135,0.001122,True,127,98
Endothelial_dysfunction,regular,17,4,21,0.000118,0.002042,True,127,98
Cardiotoxicity,regular,5,1,6,0.000111,0.000527,False,240,1
Kidney_Diseases,regular,8,6,14,0.000109,0.001040,True,127,98
Pulmonary_Embolism,regular,2,3,5,0.000094,0.000461,False,113,1
Hyperglycemia,regular,16,9,25,0.000094,0.001059,True,127,98
Hydronephrosis,regular,3,1,4,0.000093,0.000516,True,127,98
Degenerative_polyarthritis,regular,9,4,13,0.000091,0.001559,True,127,98
Traumatic_Brain_Injury,regular,4,7,11,0.000085,0.000524,False,424,1
Shock,regular,6,2,8,0.000083,0.000817,True,127,98
Diabetes_Mellitus,regular,5,9,14,0.000081,0.000692,True,127,98
Deglutition_Disorders,regular,4,1,5,0.000079,0.001363,True,127,98
Sleep_Apnea_Obstructive,regular,3,2,5,0.000078,0.000899,True,127,98
Hemorrhage,regular,4,3,7,0.000077,0.000492,False,322,1
Hypertension_Portal,regular,4,1,5,0.000076,0.001416,True,127,98
Chronic_infectious_disease,regular,3,3,6,0.000076,0.000330,False,537,1
adenoma,regular,1,3,4,0.000076,0.000393,False,1500,1
Fibrosis_Liver,regular,13,1,14,0.000075,0.000830,False,137,1
Mycoses,regular,4,2,6,0.000075,0.000559,False,356,1
Hyperuricemia,regular,1,2,3,0.000075,0.000393,False,924,1
Memory_impairment,regular,6,1,7,0.000075,0.000456,False,176,1
Acquired_Immunodeficiency_Syndrome,regular,4,2,6,0.000074,0.000519,False,205,1
Amyotrophic_Lateral_Sclerosis,regular,5,3,8,0.000074,0.000623,True,127,98
Myocarditis,regular,3,2,5,0.000074,0.000430,True,127,98
Down_Syndrome,regular,1,1,2,0.000074,0.000393,False,692,1
Tuberculosis,regular,3,2,5,0.000074,0.000439,False,398,1
Amyloidosis,regular,1,2,3,0.000074,0.000393,False,284,1
Fetal_Growth_Retardation,regular,3,2,5,0.000074,0.000982,True,127,98
Vasodilation_disorder,regular,2,1,3,0.000074,0.000273,False,1187,1
Chronic_inflammation,regular,8,3,11,0.000069,0.001065,True,127,98
Neoplasm_Metastasis,regular,3,4,7,0.000053,0.000918,True,162,4
Malignant_neoplasm_of_breast,regular,3,3,6,0.000049,0.000303,False,167,1
Hypertension_Pulmonary,regular,10,2,12,0.000044,0.001935,False,19,1
Conn_Syndrome,regular,2,2,4,0.000038,0.000440,False,235,1
Chronic_Kidney_Diseases,regular,3,2,5,0.000037,0.000793,True,127,98
Chronic_Obstructive_Airway_Disease,regular,5,6,11,0.000030,0.000895,True,127,98
Heart_Diseases,regular,2,5,7,0.000029,0.000585,True,127,98
Hypertrophic_Cardiomyopathy,regular,2,3,5,0.000029,0.000585,True,127,98
Congestive_heart_failure,regular,5,3,8,0.000026,0.001283,False,23,1
Rare_Diseases,regular,5,3,8,0.000025,0.000486,False,246,1
Arteriosclerosis,regular,4,4,8,0.000025,0.000936,True,127,98
Age_related_macular_degeneration,regular,1,2,3,0.000024,0.000480,False,153,1
cardiac_arrhythmia,regular,14,2,16,0.000023,0.002230,False,52,1
Depressive_disorder,regular,5,1,6,0.000020,0.000298,False,588,1
Coronary_Arteriosclerosis,regular,3,6,9,0.000019,0.001006,True,127,98
Intussusception,regular,2,1,3,0.000017,0.000670,False,159,1
Psoriasis,regular,3,1,4,0.000015,0.000268,False,1325,1
Thrombus,regular,1,5,6,0.000014,0.000320,False,143,1
Hyperplasia,regular,4,1,5,0.000014,0.000377,False,138,1
Myocardial_Ischemia,regular,6,3,9,0.000013,0.000904,True,127,98
Hypersensitivity,regular,7,3,10,0.000013,0.000379,False,139,1
Atrophic,regular,8,1,9,0.000013,0.001200,True,127,98
Inflammatory_Bowel_Diseases,regular,4,2,6,0.000010,0.000625,True,127,98
Acute_myocardial_infarction,regular,3,4,7,0.000009,0.000442,True,127,98
Cell_Death,regular,43,1,44,0.000008,0.024873,True,133,6
Non_alcoholic_fatty_liver,regular,4,3,7,0.000007,0.000475,True,127,98
Primary_carcinoma_of_the_liver_cells,regular,3,1,4,0.000007,0.000314,False,673,1
Epilepsy,regular,12,2,14,0.000006,0.002708,True,46,2
Premature_Birth,regular,4,2,6,0.000006,0.001035,False,44,1
Adhesions,regular,4,4,8,0.000006,0.000239,False,226,1
Disability_NOS,regular,30,1,31,0.000006,0.007767,False,4,1
Down_Regulation,regular,6,3,9,0.000006,0.000459,True,301,2
Infarction,regular,6,3,9,0.000005,0.001195,True,127,98
Abnormal_renal_function,regular,3,1,4,0.000005,0.000611,True,127,98
Seizures,regular,15,2,17,0.000005,0.002823,True,46,2
Rheumatoid_Arthritis,regular,5,3,8,0.000004,0.000992,True,127,98
Ischemic_stroke,regular,12,3,15,0.000003,0.001812,True,127,98
Kidney_Failure_Acute,regular,21,1,22,0.000003,0.002898,False,27,1
Neurodegenerative_Disorders,regular,9,3,12,0.000003,0.001771,True,127,98
Reperfusion_Injury,regular,2,4,6,0.000002,0.000282,False,1342,1
hypoglycemia,regular,8,1,9,0.000002,0.001020,False,21,1
Metabolic_Diseases,regular,6,2,8,0.000002,0.000813,True,127,98
Autophagy,regular,6,2,8,0.000002,0.011152,True,133,6
Cytokinesis_of_the_fertilized_ovum,regular,2,1,3,0.000002,0.000325,False,611,1
Liver_Cirrhosis,regular,5,2,7,0.000002,0.000498,False,536,1
Extravasation,regular,11,1,12,0.000002,0.000977,False,68,1
Chronic_Disease,regular,3,2,5,0.000002,0.001058,False,17,1
Diabetes_Mellitus_Insulin_Dependent,regular,1,1,2,0.000002,0.000223,False,651,1
Polycystic_Ovary_Syndrome,regular,2,1,3,0.000002,0.000543,False,34,1
Thrombophilia,regular,1,2,3,0.000001,0.000244,True,127,98
Anemia,regular,12,1,13,0.000001,0.002568,False,2,1
Autoimmune_Diseases,regular,6,2,8,0.000001,0.000650,True,127,98
Brain_Injuries,regular,2,5,7,0.000001,0.000219,False,446,1
Diabetic_Nephropathy,regular,3,5,8,0.000001,0.000694,True,127,98
Gastroenteritis,regular,5,1,6,0.000001,0.000714,False,475,1
Liver_Failure_Acute,regular,5,1,6,0.000001,0.000583,False,140,1
Communicable_Diseases,regular,7,3,10,0.000001,0.000418,False,146,1
Adrenal_adenoma,regular,1,2,3,0.000001,0.000273,False,236,1
Hypokalemia,regular,1,1,2,0.000001,0.000393,False,686,1
End_stage_renal_failure,regular,12,1,13,0.000001,0.002052,False,12,1
Infections_Hospital,regular,10,1,11,0.000001,0.000660,False,202,1
Meningitis,regular,11,1,12,0.000001,0.000579,False,248,1
Pulmonary_arterial_hypertension,regular,2,2,4,0.000001,0.000431,False,73,1
Liver_diseases,regular,7,2,9,0.000001,0.000899,True,127,98
Accumulation,regular,1,1,2,0.000001,0.000235,False,186,1
Hyperparathyroidism_Primary,regular,2,1,3,0.000001,0.000414,False,922,1
Lung_diseases,regular,2,2,4,0.000001,0.000393,False,1042,1
Up_Regulation_Physiology,regular,5,2,7,0.000001,0.000379,True,301,2
nervous_system_disorder,regular,3,2,5,0.000001,0.000487,False,39,1
Cell_Proliferation,regular,3,3,6,0.000001,0.010895,True,133,6
Chagas_Disease,regular,1,2,3,0.000001,0.000303,False,516,1
Peritonitis,regular,5,1,6,0.000001,0.000468,False,1013,1
Cerebral_hemisphere_hemorrhage,regular,4,1,5,0.000001,0.000772,False,61,1
Tissue_damage,regular,4,1,5,0.000001,0.000258,False,807,1
Adverse_event,regular,4,1,5,0.000000,0.000425,False,173,1
Pulmonary_Edema,regular,4,1,5,0.000000,0.000677,False,98,1
Bacteremia,regular,7,1,8,0.000000,0.000440,False,396,1
Encephalitis,regular,3,1,4,0.000000,0.000443,False,716,1
Liver_Failure,regular,3,1,4,0.000000,0.000751,False,117,1
Cataract,regular,3,1,4,0.000000,0.000322,False,505,1
Leprosy,regular,1,1,2,0.000000,0.000303,False,1002,1
Pulmonary_Fibrosis,regular,3,1,4,0.000000,0.000338,False,429,1
Tachycardia,regular,1,2,3,0.000000,0.000228,False,983,1
Status_Epilepticus,regular,4,1,5,0.000000,0.000370,False,958,1
Necrosis,regular,6,1,7,0.000000,0.000413,False,77,1
Benign_prostatic_hypertrophy,regular,1,1,2,0.000000,0.000273,False,412,1
Cardiac_Tamponade,regular,1,1,2,0.000000,0.000393,False,493,1
Hernia,regular,1,2,3,0.000000,0.000221,False,896,1
Hypertriglyceridemia,regular,1,1,2,0.000000,0.000243,False,812,1
Intracranial_Hypotension_Essential,regular,1,1,2,0.000000,0.000393,False,513,1
Coronary_heart_disease,regular,2,2,4,0.000000,0.000807,True,127,98
Respiratory_Distress_Syndrome_Adult,regular,7,1,8,0.000000,0.001135,False,31,1
Virus_Diseases,regular,2,7,9,0.000000,0.000231,False,149,1
Respiration_Disorders,regular,2,3,5,0.000000,0.000231,False,148,1
Cardiac_Hypertrophy,regular,7,1,8,0.000000,0.000752,True,127,98
Polycystic_Kidney_Autosomal_Dominant,regular,1,3,4,0.000000,0.000214,False,1131,1
Glaucoma,regular,2,1,3,0.000000,0.000256,False,229,1
Respiratory_Tract_Infections,regular,3,2,5,0.000000,0.000253,False,397,1
hypercholesterolemia,regular,3,1,4,0.000000,0.000279,False,528,1
Disseminated_Intravascular_Coagulation,regular,4,1,5,0.000000,0.000406,False,26,1
Acute_coronary_syndrome,regular,2,1,3,0.000000,0.000461,False,112,1
Hemolytic_Uremic_Syndrome,regular,1,1,2,0.000000,0.000303,False,701,1
Hyperlipidemia,regular,2,1,3,0.000000,0.000228,False,662,1
Retinal_Diseases,regular,2,1,3,0.000000,0.000250,False,1139,1
Cardiomyopathy_Dilated,regular,1,2,3,0.000000,0.000214,False,496,1
Pancreatitis_Chronic,regular,1,1,2,0.000000,0.000216,False,752,1
Cerebral_Ischemia,regular,3,1,4,0.000000,0.000391,False,80,1
Lower_respiratory_tract_infection,regular,1,2,3,0.000000,0.000238,False,1040,1
Death_Sudden,regular,6,1,7,0.000000,0.001498,False,24,1
Death_Sudden_Cardiac,regular,6,1,7,0.000000,0.002161,False,25,1
Stroke_Acute,regular,2,1,3,0.000000,0.000335,False,84,1
Cerebral_Infarction,regular,3,1,4,0.000000,0.000385,False,79,1
Diabetic_Retinopathy,regular,1,1,2,0.000000,0.000223,False,654,1
Hereditary_Diseases,regular,3,2,5,0.000000,0.000257,False,829,1
Anaphylaxis,regular,2,1,3,0.000000,0.000245,False,287,1
Dyslipidemias,regular,3,1,4,0.000000,0.000325,True,127,98
Bronchiolitis,regular,1,1,2,0.000000,0.000238,False,447,1
Aortic_Aneurysm_Abdominal,regular,1,1,2,0.000000,0.000221,False,300,1
Influenza,regular,1,4,5,0.000000,0.000217,False,954,1
Hyperhomocysteinemia,regular,1,1,2,0.000000,0.000217,False,661,1
hypothermia_natural,regular,1,1,2,0.000000,0.000216,False,755,1
Blood_Coagulation_Disorders,regular,2,1,3,0.000000,0.000253,False,105,1
Postoperative_Complications,regular,1,1,2,0.000000,0.000225,False,1208,1
Septic_Shock,regular,1,1,2,0.000000,0.000215,False,1026,1
Spinal_Muscular_Atrophy,regular,1,1,2,0.000000,0.000214,False,1149,1
Toxic_Epidermal_Necrolysis,regular,1,1,2,0.000000,0.000215,False,1264,1
Disease_Progression,regular,1,2,3,0.000000,0.000215,False,683,1
1_4_dioxin,regular,0,1,1,0.000000,0.000212,False,129,1
1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine,regular,0,6,6,0.000000,0.000212,False,132,1
1_Methyl_4_phenylpyridinium,regular,0,2,2,0.000000,0.000212,False,134,1
1_Naphthylisothiocyanate,regular,0,2,2,0.000000,0.000212,False,145,1
2019_novel_coronavirus,regular,0,13,13,0.000000,0.000212,False,150,1
20_hydroxy_5_8_11_14_eicosatetraenoic_acid,regular,0,1,1,0.000000,0.000212,False,151,1
2_2_azobis_2_amidinopropane,regular,0,1,1,0.000000,0.000212,False,156,1
3MC,regular,0,1,1,0.000000,0.000212,False,163,1
4_Nitroquinoline_1_oxide,regular,0,1,1,0.000000,0.000212,False,165,1
9_10_Dimethyl_1_2_benzanthracene,regular,0,5,5,0.000000,0.000212,False,169,1
ACTH_Syndrome_Ectopic,regular,0,1,1,0.000000,0.000212,False,171,1
ADAMTS13,regular,0,1,1,0.000000,0.000212,False,172,1
AES,regular,0,1,1,0.000000,0.000212,False,174,1
APP_gene,regular,0,11,11,0.000000,0.000212,False,178,1
APP_protein_human,regular,0,1,1,0.000000,0.000212,False,179,1
ASPERGILLOSIS_INVASIVE,regular,1,0,1,0.000000,0.000303,False,180,1
ATM_gene_ATM,regular,0,1,1,0.000000,0.000212,False,181,1
ATPase_Aminophospholipid_Transporter_Like_Class_I_Type_8A_Member_2_ATP8A2,regular,0,3,3,0.000000,0.000212,False,183,1
Abdominal_compartment_syndrome,regular,1,0,1,0.000000,0.000584,False,8,1
Abnormal_coordination,regular,1,0,1,0.000000,0.000216,False,184,1
Absence_of_pain_sensation,regular,4,0,4,0.000000,0.000347,False,185,1
Acclimatization,regular,2,0,2,0.000000,0.000402,False,72,1
Acetaminophen,regular,0,9,9,0.000000,0.000212,False,191,1
Acetaminophen_overdose,regular,0,1,1,0.000000,0.000212,False,192,1
Acetate,regular,0,1,1,0.000000,0.000212,False,193,1
Acetic_Acid,regular,0,3,3,0.000000,0.000212,False,197,1
Acetylcholine,regular,0,4,4,0.000000,0.000212,False,199,1
Acetylcholinesterase,regular,0,1,1,0.000000,0.000212,False,200,1
Acidosis,regular,2,0,2,0.000000,0.000290,False,76,1
Acids,regular,0,3,3,0.000000,0.000212,False,201,1
Acinetobacter_baumannii,regular,0,2,2,0.000000,0.000212,False,203,1
Aconitine,regular,0,1,1,0.000000,0.000212,False,204,1
Acute_Erythroblastic_Leukemia,regular,1,0,1,0.000000,0.000217,False,206,1
Acute_Hypoxemic_Respiratory_Failure,regular,1,0,1,0.000000,0.000244,False,104,1
Acute_Ischemic_Stroke,regular,1,0,1,0.000000,0.000273,False,207,1
Acute_Lung_Injury,regular,3,0,3,0.000000,0.000292,False,208,1
Acute_Phase_Reaction,regular,1,0,1,0.000000,0.000215,False,209,1
Acute_colitis,regular,1,0,1,0.000000,0.000235,False,210,1
Acute_diarrhea,regular,1,0,1,0.000000,0.000258,False,211,1
Acute_gastroenteritis,regular,3,0,3,0.000000,0.000353,False,212,1
Acute_heart_failure,regular,0,1,1,0.000000,0.000212,False,213,1
Acute_infectious_disease,regular,1,0,1,0.000000,0.000217,False,214,1
Acute_inflammation,regular,2,0,2,0.000000,0.000241,False,215,1
Acute_interstitial_nephritis,regular,0,1,1,0.000000,0.000212,False,216,1
Acute_lower_respiratory_tract_infection,regular,1,0,1,0.000000,0.000238,False,217,1
Acute_otitis_media,regular,1,0,1,0.000000,0.000229,False,218,1
Acute_respiratory_failure,regular,2,0,2,0.000000,0.000462,False,41,1
Acute_respiratory_infection_NOS,regular,0,1,1,0.000000,0.000212,False,219,1
Addictive_Behavior,regular,1,0,1,0.000000,0.000215,False,220,1
Adenosine,regular,0,3,3,0.000000,0.000212,False,222,1
Adenosine_Triphosphate,regular,0,1,1,0.000000,0.000212,False,223,1
Adenoviruses,regular,0,1,1,0.000000,0.000212,False,224,1
Administration_Oral,regular,0,1,1,0.000000,0.000212,False,227,1
Adrenal_Cortex_Hormones,regular,0,7,7,0.000000,0.000212,False,231,1
Adrenal_Cortical_Adenoma,regular,0,1,1,0.000000,0.000212,False,232,1
Adrenal_Gland_Neoplasms,regular,0,1,1,0.000000,0.000212,False,233,1
Adrenal_gland_hypofunction,regular,1,0,1,0.000000,0.000226,False,237,1
Adrenergic_Receptor,regular,0,1,1,0.000000,0.000212,False,238,1
Adrenoleukodystrophy,regular,1,0,1,0.000000,0.000214,False,239,1
Adriamycin,regular,0,7,7,0.000000,0.000212,False,241,1
Advance,regular,0,1,1,0.000000,0.000212,False,242,1
Adverse_drug_effect,regular,1,0,1,0.000000,0.000215,False,243,1
Adverse_reactions,regular,1,0,1,0.000000,0.000215,False,244,1
African_Swine_Fever_Virus,regular,0,1,1,0.000000,0.000212,False,245,1
Agent,regular,0,19,19,0.000000,0.000212,False,251,1
Aging,regular,4,0,4,0.000000,0.001631,False,0,1
Agranulocytosis,regular,4,0,4,0.000000,0.000314,False,252,1
Air_Pollution,regular,0,2,2,0.000000,0.000212,False,253,1
Airway_Obstruction,regular,0,1,1,0.000000,0.000212,False,254,1
Akathisia,regular,1,0,1,0.000000,0.000233,False,255,1
Albumins,regular,0,1,1,0.000000,0.000212,False,256,1
Aldosterone,regular,0,3,3,0.000000,0.000212,False,257,1
Allergens,regular,0,6,6,0.000000,0.000212,False,258,1
Allergic_Reaction,regular,2,0,2,0.000000,0.000275,False,259,1
Allergic_asthma,regular,1,0,1,0.000000,0.000238,False,260,1
Allergic_rhinitis_NOS,regular,1,0,1,0.000000,0.000238,False,261,1
Alloxan,regular,0,4,4,0.000000,0.000212,False,263,1
Alopecia,regular,1,0,1,0.000000,0.000219,False,264,1
Alphavirus,regular,0,1,1,0.000000,0.000212,False,265,1
Alport_s_syndrome,regular,1,0,1,0.000000,0.000214,False,266,1
Alternaria_alternata,regular,0,1,1,0.000000,0.000212,False,267,1
Aluminum,regular,0,3,3,0.000000,0.000212,False,268,1
Amenorrhea,regular,1,0,1,0.000000,0.000219,False,269,1
Amino_Acid_Substitution,regular,1,0,1,0.000000,0.000273,False,270,1
Aminoglycosides,regular,0,2,2,0.000000,0.000212,False,272,1
Amiodarone,regular,0,1,1,0.000000,0.000212,False,274,1
Amnesia,regular,1,0,1,0.000000,0.000243,False,275,1
Amphetamine,regular,0,2,2,0.000000,0.000212,False,278,1
Amyloid,regular,0,8,8,0.000000,0.000212,False,279,1
Amyloid_Fibrils,regular,0,1,1,0.000000,0.000212,False,280,1
Amyloid_beta,regular,0,1,1,0.000000,0.000212,False,281,1
Amyloid_beta_Peptides,regular,0,2,2,0.000000,0.000212,False,282,1
Amyloid_beta_Protein_Precursor,regular,0,1,1,0.000000,0.000212,False,283,1
Amyloid_deposition,regular,1,1,2,0.000000,0.000907,True,127,98
Anabolism,regular,1,0,1,0.000000,0.000220,False,285,1
Analgesics,regular,0,1,1,0.000000,0.000212,False,286,1
Androgens,regular,0,2,2,0.000000,0.000212,False,289,1
Anemia_Hemolytic,regular,1,0,1,0.000000,0.000215,False,290,1
Anesthetics,regular,0,2,2,0.000000,0.000212,False,292,1
Aneurysm,regular,2,0,2,0.000000,0.000402,False,293,1
Aneurysm_Dissecting,regular,0,2,2,0.000000,0.000212,False,294,1
Aneurysm_Ruptured,regular,0,1,1,0.000000,0.000212,False,298,1
Angiogenesis_Inhibitors,regular,0,1,1,0.000000,0.000212,False,299,1
Angiotensin_II,regular,0,21,21,0.000000,0.000212,False,306,1
Angiotensins,regular,0,2,2,0.000000,0.000212,False,307,1
Anogenital_venereal_warts,regular,1,0,1,0.000000,0.000238,False,308,1
Anorexia,regular,1,0,1,0.000000,0.000215,False,309,1
Anthracyclines,regular,0,2,2,0.000000,0.000212,False,310,1
Anthrax_disease,regular,1,0,1,0.000000,0.000303,False,311,1
Anti_Inflammatory_Agents_Non_Steroidal,regular,0,11,11,0.000000,0.000212,False,316,1
Antibiotics,regular,0,4,4,0.000000,0.000212,False,318,1
Antibodies,regular,0,7,7,0.000000,0.000212,False,319,1
Antibodies_Anti_Idiotypic,regular,0,1,1,0.000000,0.000212,False,320,1
Antibody_Formation,regular,2,0,2,0.000000,0.000240,False,321,1
Anticoagulants,regular,0,1,1,0.000000,0.000212,False,323,1
Antidepressive_Agents,regular,0,2,2,0.000000,0.000212,False,325,1
Antigen_Antibody_Complex,regular,0,2,2,0.000000,0.000212,False,326,1
Antigens,regular,0,6,6,0.000000,0.000212,False,327,1
Antihypertensive_Agents,regular,0,1,1,0.000000,0.000212,False,328,1
Antineoplastic_Agents,regular,0,3,3,0.000000,0.000212,False,329,1
Antioxidants,regular,0,7,7,0.000000,0.000212,False,330,1
Antiphospholipid_Antibodies,regular,0,1,1,0.000000,0.000212,False,331,1
Antipsychotic_Agents,regular,0,9,9,0.000000,0.000212,False,338,1
Aortic_Valve_Insufficiency,regular,0,1,1,0.000000,0.000212,False,339,1
Aortic_Valve_Stenosis,regular,0,3,3,0.000000,0.000212,False,340,1
Aortic_coarctation,regular,0,1,1,0.000000,0.000212,False,341,1
Aplasia_NOS,regular,1,0,1,0.000000,0.000219,False,342,1
Apolipoprotein_E4,regular,0,1,1,0.000000,0.000212,False,343,1
Apolipoprotein_E_APOE,regular,0,1,1,0.000000,0.000212,False,344,1
Apomorphine,regular,0,1,1,0.000000,0.000212,False,345,1
Arachidonic_Acid,regular,0,3,3,0.000000,0.000212,False,347,1
Arboviruses,regular,0,1,1,0.000000,0.000212,False,348,1
Arginine,regular,0,3,3,0.000000,0.000212,False,350,1
Argipressin,regular,0,3,3,0.000000,0.000212,False,352,1
Arrhythmogenic_Right_Ventricular_Dysplasia,regular,1,0,1,0.000000,0.000214,False,353,1
Arsenic,regular,0,4,4,0.000000,0.000212,False,354,1
Arthrodermataceae,regular,0,1,1,0.000000,0.000212,False,357,1
Asbestos,regular,0,5,5,0.000000,0.000212,False,360,1
Asleep,regular,1,0,1,0.000000,0.000303,False,361,1
Aspergillus,regular,0,1,1,0.000000,0.000212,False,362,1
Aspergillus_fumigatus,regular,0,2,2,0.000000,0.000212,False,363,1
Asphyxia,regular,0,1,1,0.000000,0.000212,False,364,1
Aspiration_Pneumonia,regular,0,1,1,0.000000,0.000212,False,365,1
Aspiration_action,regular,0,1,1,0.000000,0.000212,False,366,1
Aspirin,regular,0,3,3,0.000000,0.000212,False,367,1
Asthenia,regular,1,0,1,0.000000,0.000624,False,3,1
Astigmatism,regular,1,0,1,0.000000,0.000225,False,368,1
Asymptomatic,regular,0,1,1,0.000000,0.000212,False,369,1
Ataxia,regular,2,0,2,0.000000,0.000218,False,370,1
Ataxia_Telangiectasia,regular,1,0,1,0.000000,0.000214,False,371,1
Atherosclerotic_renal_artery_stenosis,regular,0,1,1,0.000000,0.000212,False,372,1
Atypical_antipsychotic,regular,0,1,1,0.000000,0.000212,False,373,1
Autoantibodies,regular,0,3,3,0.000000,0.000212,False,374,1
Autoantigens,regular,0,1,1,0.000000,0.000212,False,375,1
Autoimmune,regular,1,1,2,0.000000,0.000624,True,127,98
Autoimmune_thrombocytopenia,regular,1,0,1,0.000000,0.000233,False,376,1
Autoimmunity,regular,0,1,1,0.000000,0.000212,False,377,1
Autonomic_Dysreflexia,regular,0,1,1,0.000000,0.000212,False,378,1
Autosomal_Dominant_Disorder,regular,1,0,1,0.000000,0.000214,False,379,1
Autosomal_Recessive_Disorder,regular,1,0,1,0.000000,0.000214,False,380,1
Autosomal_Recessive_Juvenile_Parkinson_Disease,regular,1,0,1,0.000000,0.000214,False,381,1
Autosomal_Recessive_Polycystic_Kidney_Disease,regular,1,0,1,0.000000,0.000214,False,382,1
Autosomal_dominant_hereditary_disorder,regular,1,0,1,0.000000,0.000214,False,383,1
Autosomal_recessive_hereditary_disorder,regular,1,0,1,0.000000,0.000214,False,384,1
Avascular_necrosis,regular,1,0,1,0.000000,0.000231,False,385,1
Azoospermia,regular,1,0,1,0.000000,0.000275,False,78,1
Azoxymethane,regular,0,4,4,0.000000,0.000212,False,388,1
BARRIER,regular,0,1,1,0.000000,0.000212,False,389,1
BAX_gene_BAX,regular,0,2,2,0.000000,0.000212,False,390,1
BCL2_Related_Protein_11_BCL2L11,regular,0,1,1,0.000000,0.000212,False,391,1
