node,node_type,in_degree,out_degree,total_degree
Protein_p53_TP53,regular,0,1,1
Proteolysis,regular,1,0,1
Protoplasm,regular,0,1,1
Pseudoaneurysm,regular,1,0,1
Pulmonary_Edema,regular,1,0,1
Pulmonary_Fibrosis,regular,1,0,1
Puncture_procedure,regular,1,0,1
Purpura_Thrombotic_Thrombocytopenic,regular,1,0,1
RAW_264_7_Cells,regular,1,0,1
ROS1,regular,0,1,1
Radiation_therapy,regular,0,1,1
Receptor_Activation,regular,1,0,1
Receptors_Antigen,regular,1,0,1
Recombinant_Erythropoietin,regular,0,1,1
Recovery,regular,1,0,1
Renal_Artery_Stenosis,regular,0,1,1
Renal_artery_occlusion,regular,0,1,1
Renal_infarction,regular,0,1,1
Renal_ischaemia,regular,0,1,1
Renal_vascular_disorders_NOS,regular,0,1,1
Renin,regular,0,1,1
Resistant_bacteria,regular,0,1,1
Resistant_organism,regular,0,1,1
Respiratory_Insufficiency,regular,0,1,1
Respiratory_Syncytial_Virus_Infections,regular,0,1,1
Response_Elements,regular,1,0,1
Responsive_Disease,regular,1,0,1
Retinal_Degeneration,regular,1,0,1
Retinitis_Pigmentosa,regular,1,0,1
Rett_Syndrome,regular,1,0,1
Rhabdomyolysis,regular,0,1,1
Rickets,regular,1,0,1
Right_ventricular_failure,regular,1,0,1
Rous_sarcoma_virus,regular,0,1,1
SARS_coronavirus,regular,0,1,1
SIRT1,regular,1,0,1
SLC2A4,regular,1,0,1
STN_gene_EEF1A2,regular,0,1,1
SUCLA2_gene_SUCLA2,regular,0,1,1
Saline,regular,0,1,1
Salts,regular,0,1,1
Secondary_hypertension,regular,1,0,1
Sedation,regular,1,0,1
Sedentary,regular,1,0,1
Sedentary_lifestyle,regular,1,0,1
Senile_Plaques,regular,1,0,1
Senile_dementia,regular,1,0,1
Sensory_denervation_disorder,regular,0,1,1
Severe_Acute_Respiratory_Syndrome,regular,1,0,1
Shock_Endotoxic,regular,1,0,1
Shock_Hemorrhagic,regular,0,1,1
Siderophores,regular,1,0,1
Silence,regular,1,0,1
Simian_virus_40,regular,0,1,1
Skin_Diseases_Genetic,regular,1,0,1
Sleep_Apnea_Syndromes,regular,0,1,1
Smoke,regular,0,1,1
Smoker,regular,1,0,1
Sodium_Chloride_Dietary,regular,0,1,1
Sodium_Glutamate,regular,0,1,1
Sodium_Nitroprusside,regular,0,1,1
Somatostatin,regular,0,1,1
Specific_antibody,regular,1,0,1
Spinal_Cord_Injuries,regular,0,1,1
Spinal_Muscular_Atrophy,regular,1,0,1
Staphylococcus_aureus,regular,0,1,1
Staphylococcus_coagulase_negative,regular,0,1,1
Staphylococcus_epidermidis,regular,0,1,1
Starvation,regular,0,1,1
Staurosporine,regular,0,1,1
Steatohepatitis_non_alcoholic,regular,1,0,1
Stenosis,regular,0,1,1
Stereotyped_Behavior,regular,1,0,1
Steroid_biosynthesis,regular,1,0,1
Stimulus,regular,0,1,1
Stomach,regular,1,0,1
Stomach_Diseases,regular,1,0,1
Stomatitis,regular,1,0,1
Stroke_Acute,regular,1,0,1
Stromal_Cells,regular,0,1,1
Structure_of_interstitial_cell_of_Leydig,regular,0,1,1
Substance_P,regular,0,1,1
Sudden_infant_death_syndrome,regular,0,1,1
Sugars,regular,0,1,1
Superantigens,regular,0,1,1
Systolic_dysfunction,regular,0,1,1
TLR4_gene_TLR4,regular,1,0,1
TLR4_protein_human_TLR4,regular,1,0,1
TNF,regular,1,0,1
TNFRSF5_gene_CD40,regular,0,1,1
TNFRSF6_gene_FAS,regular,0,1,1
TNFSF10_gene_TNFSF10,regular,0,1,1
TNFSF10_protein_human_TNFSF10,regular,0,1,1
TNF_related_apoptosis_inducing_ligand,regular,0,1,1
TRANCE_protein,regular,0,1,1
T_Cell_Receptor,regular,1,0,1
T_Lymphocytes_Cytotoxic,regular,1,0,1
Tacrolimus,regular,0,1,1
Takayasu_s_Arteritis,regular,0,1,1
Taxol,regular,0,1,1
Telemedicine,regular,1,0,1
Testis,regular,0,1,1
Thiopental,regular,0,1,1
Thrombophilia,regular,0,1,1
Thromboplastin,regular,1,0,1
Thyrotoxicosis,regular,1,0,1
Timolol,regular,0,1,1
Tissue_damage,regular,1,0,1
Toxic_nephropathy,regular,1,0,1
Trabeculectomy,regular,0,1,1
Transcript,regular,1,0,1
Transcriptional_Activation,regular,1,0,1
Treatment_Protocols,regular,0,1,1
Trisomy,regular,0,1,1
Tumor_Necrosis_Factor_Ligand_Superfamily_Member_6_FAS,regular,0,1,1
Tumor_Necrosis_Factor_Receptor,regular,1,0,1
Turpentine,regular,0,1,1
Tyrosine_3_Monooxygenase_TH,regular,1,0,1
Tyrosine_Phosphorylation,regular,1,0,1
Ulcerative_Colitis,regular,1,0,1
Unilateral_nephrectomy,regular,0,1,1
Unilateral_renal_artery_stenosis,regular,0,1,1
Uric_Acid,regular,0,1,1
Urinary_tract_infection,regular,1,0,1
Uterus,regular,1,0,1
Uveitis,regular,1,0,1
VP_16,regular,0,1,1
Vaccines_DNA,regular,0,1,1
Vascular_Cell_Adhesion_Molecule_1,regular,1,0,1
Vasoconstrictor_Agents,regular,0,1,1
Vasodilation_disorder,regular,0,1,1
Vena_Cava_Filters,regular,0,1,1
Venoms,regular,0,1,1
Ventricular_Dysfunction_Left,regular,1,0,1
Ventricular_arrhythmia,regular,1,0,1
Ventricular_hypertrophy,regular,1,0,1
Vincristine,regular,0,1,1
Vitamin_K_3,regular,0,1,1
Vitamin_K_antagonist,regular,0,1,1
Vitamins,regular,0,1,1
Water_consumption,regular,1,0,1
Weight_maintenance_regimen,regular,0,1,1
X_linked_agammaglobulinemia,regular,1,0,1
Xanthine_Oxidase,regular,0,1,1
Xenobiotics,regular,0,1,1
alanosine,regular,0,1,1
aluminum,regular,0,1,1
aluminum_chloride,regular,0,1,1
anticoagulation,regular,0,1,1
aorta_constriction,regular,0,1,1
arginine_methyl_ester,regular,0,1,1
arsenic_trioxide,regular,0,1,1
ascorbate,regular,0,1,1
autophosphorylation,regular,1,0,1
bacteriocin,regular,0,1,1
benzyloxycarbonylvalyl_alanyl_aspartyl_fluoromethyl_ketone,regular,0,1,1
beta_Lactamase,regular,1,0,1
beta_Thalassemia,regular,1,0,1
beta_catenin,regular,0,1,1
beta_site_APP_cleaving_enzyme_1_BACE1,regular,0,1,1
bevacizumab,regular,0,1,1
bortezomib,regular,0,1,1
c_myc_Genes_MYC,regular,0,1,1
caspase_3_activity,regular,0,1,1
caspase_8,regular,0,1,1
caspase_activation,regular,0,1,1
chemokine,regular,1,0,1
clopidogrel,regular,0,1,1
cytokine_production,regular,1,0,1
desoxycorticosterone_acetate,regular,0,1,1
docetaxel,regular,0,1,1
dopaminergic_neuron,regular,1,0,1
end_organ_damage,regular,1,0,1
enzyme_activity,regular,1,0,1
eosinophil,regular,1,0,1
fungus,regular,0,1,1
gamma_secretase,regular,0,1,1
gefitinib,regular,0,1,1
ghrelin,regular,0,1,1
glucose_high,regular,0,1,1
glucose_metabolism,regular,1,0,1
glucose_transport,regular,1,0,1
glucose_uptake,regular,1,0,1
glycosylation,regular,1,0,1
granulosa_cell,regular,0,1,1
granzyme_B_GZMB,regular,0,1,1
hearing_impairment,regular,1,0,1
human_leukocyte_interferon_IFNA1,regular,1,0,1
hydrochloride,regular,0,1,1
hypercholesterolemia,regular,1,0,1
imatinib,regular,0,1,1
insulin_secretion,regular,1,0,1
keratinocyte,regular,0,1,1
latanoprost,regular,0,1,1
microglial_cell_activation,regular,1,0,1
mitochondrial_processing_peptidase_activity,regular,0,1,1
nervous_system_disorder,regular,1,0,1
neuron_loss,regular,0,1,1
neuronal,regular,0,1,1
neuropeptide_Y_NPY,regular,1,0,1
nitric_oxide_receptor,regular,1,0,1
olanzapine,regular,0,1,1
oridonin,regular,0,1,1
p65_RELA_SYT1_GORASP1_WNK1,regular,1,0,1
parathyroid_hormone_related_protein,regular,0,1,1
pentylenetetrazole,regular,0,1,1
perforin,regular,1,0,1
pioglitazone,regular,0,1,1
potassium_oxonate,regular,0,1,1
presenilin,regular,0,1,1
presenilin_1,regular,0,1,1
prostaglandin_endoperoxide_synthase_2_prostaglandin_G_H_synthase_and_cyclooxygenase_human,regular,1,0,1
rosiglitazone,regular,0,1,1
sarcoma,regular,1,0,1
shikonin,regular,0,1,1
survivin,regular,0,1,1
synthetic_peptide,regular,1,0,1
tau_Proteins,regular,0,1,1
temozolomide,regular,0,1,1
tert_Butylhydroperoxide,regular,0,1,1
toll_like_receptor_4,regular,1,0,1
tranexamic_acid,regular,0,1,1
trichostatin_A,regular,0,1,1
triptolide,regular,0,1,1
unfolded_protein_response,regular,0,1,1
ursolic_acid,regular,0,1,1
vascular_factor,regular,0,1,1
