from,to
Alzheimers,Cessation_of_life
APP_gene,Alzheimers
APP_gene,Cessation_of_life
Atherosclerosis,Hypertension
Atherosclerosis,Cessation_of_life
Hypertension,Alzheimers
Hypertension,Atherosclerosis
Hypertension,Cessation_of_life
