node,node_type,in_degree,out_degree,total_degree,betweenness,pagerank,in_cycle,scc_id,scc_size
hydrochloride,regular,0,1,1,0.000000,0.001015,False,180,1
Hydrocortisone,regular,0,1,1,0.000000,0.001015,False,181,1
Hydronephrosis,regular,0,1,1,0.000000,0.001015,False,182,1
Hyperaldosteronism,regular,0,1,1,0.000000,0.001015,False,183,1
Hypercalcemia,regular,0,1,1,0.000000,0.001015,False,184,1
Hyperglycemia,regular,0,1,1,0.000000,0.001015,False,185,1
Hyperinsulinism,regular,0,1,1,0.000000,0.001015,False,186,1
Hypernatremia,regular,0,1,1,0.000000,0.001015,False,187,1
Hyperplasia,regular,0,1,1,0.000000,0.001015,False,188,1
Hypertension_Renovascular,regular,0,1,1,0.000000,0.001015,False,189,1
Abdominal_compartment_syndrome,regular,1,0,1,0.000000,0.003104,False,0,1
Arteriosclerosis,regular,1,0,1,0.000000,0.003104,False,11,1
Atrial_Fibrillation,regular,1,0,1,0.000000,0.003104,False,12,1
Blood_Pressure,regular,1,0,1,0.000000,0.003104,False,13,1
Brain_Edema,regular,1,0,1,0.000000,0.003104,False,14,1
Brain_hemorrhage,regular,1,0,1,0.000000,0.003104,False,15,1
cardiac_arrhythmia,regular,1,0,1,0.000000,0.003104,False,16,1
Cardiac_complication,regular,1,0,1,0.000000,0.003104,False,17,1
Cardiac_Hypertrophy,regular,1,0,1,0.000000,0.003104,False,18,1
Cardiomyopathies,regular,1,0,1,0.000000,0.003104,False,19,1
Cardiovascular_morbidity,regular,1,0,1,0.000000,0.003104,False,20,1
Cerebral_Edema,regular,1,0,1,0.000000,0.003104,False,21,1
Cerebral_hemisphere_hemorrhage,regular,1,0,1,0.000000,0.003104,False,22,1
Cerebral_Hemorrhage,regular,1,0,1,0.000000,0.003104,False,23,1
Cerebrovascular_Disorders,regular,1,0,1,0.000000,0.003104,False,24,1
Chronic_heart_failure,regular,1,0,1,0.000000,0.003104,False,25,1
Congestive_heart_failure,regular,1,0,1,0.000000,0.003104,False,26,1
Coronary_Arteriosclerosis,regular,1,0,1,0.000000,0.003104,False,27,1
Coronary_heart_disease,regular,1,0,1,0.000000,0.003104,False,28,1
Diastolic_dysfunction,regular,1,0,1,0.000000,0.003104,False,29,1
Dissection_of_aorta,regular,1,0,1,0.000000,0.003104,False,30,1
Edema,regular,1,0,1,0.000000,0.003104,False,31,1
Encephalopathies,regular,1,0,1,0.000000,0.003104,False,32,1
end_organ_damage,regular,1,0,1,0.000000,0.003104,False,33,1
End_stage_renal_failure,regular,1,0,1,0.000000,0.003104,False,34,1
Erectile_dysfunction,regular,1,0,1,0.000000,0.003104,False,35,1
Extravasation,regular,1,0,1,0.000000,0.003104,False,36,1
Glomerulosclerosis,regular,1,0,1,0.000000,0.003104,False,37,1
Growth,regular,1,0,1,0.000000,0.003104,False,38,1
Headache,regular,1,0,1,0.000000,0.003104,False,39,1
Heart_Diseases,regular,1,0,1,0.000000,0.003104,False,40,1
Hospital_admission,regular,1,0,1,0.000000,0.003104,False,41,1
Hospitalization,regular,1,0,1,0.000000,0.003104,False,42,1
Hypertension_Pulmonary,regular,1,0,1,0.000000,0.003104,False,43,1
Hypertensive_heart_disease_NOS,regular,1,0,1,0.000000,0.003104,False,44,1
Hypertrophic_Cardiomyopathy,regular,1,0,1,0.000000,0.003104,False,45,1
Hypertrophy,regular,1,1,2,0.000000,0.003104,True,68,37
Hypertrophy_Left_Ventricular,regular,1,0,1,0.000000,0.003104,False,46,1
Hypoxia,regular,1,2,3,0.000000,0.003104,True,68,37
Infarction,regular,1,0,1,0.000000,0.003104,False,47,1
Insulin_Resistance,regular,1,2,3,0.000000,0.003104,True,68,37
Intracranial_Hemorrhages,regular,1,0,1,0.000000,0.003104,False,48,1
Ischemia,regular,1,2,3,0.000000,0.003104,True,68,37
Ischemic_stroke,regular,1,0,1,0.000000,0.003104,False,49,1
Kidney_Diseases,regular,1,1,2,0.000000,0.003104,True,68,37
Kidney_Failure,regular,1,1,2,0.000000,0.003104,True,68,37
Kidney_Failure_Acute,regular,1,0,1,0.000000,0.003104,False,50,1
Kidney_Failure_Chronic,regular,1,1,2,0.000000,0.003104,True,68,37
Labor_Childbirth,regular,1,0,1,0.000000,0.003104,False,51,1
Lack_of_sensation,regular,1,0,1,0.000000,0.003104,False,52,1
Myocardial_dysfunction,regular,1,0,1,0.000000,0.003104,False,53,1
Myocardial_fibrosis,regular,1,0,1,0.000000,0.003104,False,54,1
Myocardial_Infarction,regular,1,0,1,0.000000,0.003104,False,55,1
Myocardial_Ischemia,regular,1,0,1,0.000000,0.003104,False,56,1
