node,scc_id,scc_size
Atherosclerosis,76,50
Heart_Diseases,76,50
Neurofibrillary_Tangles,76,50
Abnormal_renal_function,76,50
Cerebrovascular_accident,76,50
Hypoxia,76,50
Essential_Hypertension,76,50
Arteriosclerosis,76,50
Chronic_inflammation,76,50
Hyperglycemia,76,50
Amyloid_deposition,76,50
Kidney_Failure_Chronic,76,50
Hypertension,76,50
Vascular_Diseases,76,50
Cardiomyopathies,76,50
Ischemia,76,50
Diabetes,76,50
Metabolic_syndrome,76,50
Heart_failure,76,50
Cardiovascular_Diseases,76,50
Spastic_syndrome,76,50
Stiffness,76,50
Diabetes_Mellitus_Non_Insulin_Dependent,76,50
Diabetes_Mellitus,76,50
Atrophic,76,50
Renal_Insufficiency,76,50
Diabetic_Nephropathy,76,50
Myocardial_Infarction,76,50
Neurodegenerative_Disorders,76,50
Parkinson_Disease,76,50
Chronic_Kidney_Diseases,76,50
Pathogenesis,76,50
Myocardial_Ischemia,76,50
Degenerative_abnormality,76,50
Kidney_Failure,76,50
Alzheimers,76,50
Kidney_Diseases,76,50
Cardiac_Hypertrophy,76,50
Inflammation,76,50
Coronary_Arteriosclerosis,76,50
Atrial_Fibrillation,76,50
Fetal_Growth_Retardation,76,50
Fibrosis,76,50
Hypertrophy,76,50
Cerebral_atrophy,76,50
Endothelial_dysfunction,76,50
Insulin_Resistance,76,50
Obesity,76,50
Hyperinsulinism,76,50
Pre_Eclampsia,76,50
Cell_Death,109,4
Apoptosis,109,4
Autophagy,109,4
Cell_Cycle_Arrest,109,4
Neoplasm,101,2
Malignant_Neoplasms,101,2
Abdominal_compartment_syndrome,0,1
Aging,1,1
Cessation_of_life,2,1
Blind_Vision,3,1
Dementia_Vascular,4,1
Disability_NOS,5,1
Evaluation,6,1
Evaluation_procedure,7,1
Hospitalization,8,1
Asthma,9,1
Hemiparesis,10,1
Hemiplegia,11,1
Hospital_admission,12,1
Lewy_Body_Disease,13,1
Memory_Loss,14,1
Senile_dementia,15,1
Senile_Plaques,16,1
Ischemic_stroke,17,1
Blood_Pressure,18,1
Brain_Edema,19,1
Brain_hemorrhage,20,1
cardiac_arrhythmia,21,1
Cardiac_complication,22,1
Cardiovascular_morbidity,23,1
Cerebral_Edema,24,1
Cerebral_hemisphere_hemorrhage,25,1
Cerebral_Hemorrhage,26,1
Cerebrovascular_Disorders,27,1
Chronic_heart_failure,28,1
Congestive_heart_failure,29,1
Coronary_heart_disease,30,1
End_stage_renal_failure,31,1
Anemia,32,1
Diastolic_dysfunction,33,1
Dissection_of_aorta,34,1
Edema,35,1
Encephalopathies,36,1
end_organ_damage,37,1
Erectile_dysfunction,38,1
Extravasation,39,1
Hypertension_Portal,40,1
Glomerulosclerosis,41,1
Growth,42,1
Headache,43,1
Right_ventricular_failure,44,1
Hypertension_Pulmonary,45,1
Hypertensive_heart_disease_NOS,46,1
Death_Sudden,47,1
Death_Sudden_Cardiac,48,1
Hypertrophic_Cardiomyopathy,49,1
Hypertrophy_Left_Ventricular,50,1
Pulmonary_arterial_hypertension,51,1
Infarction,52,1
hypoglycemia,53,1
Intracranial_Hemorrhages,54,1
Kidney_Failure_Acute,55,1
Necrosis,56,1
Ventricular_arrhythmia,57,1
Heart_Arrest,58,1
Ventricular_Fibrillation,59,1
Labor_Childbirth,60,1
Lack_of_sensation,61,1
Myocardial_dysfunction,62,1
Myocardial_fibrosis,63,1
Nephrosclerosis,64,1
Fatty_Liver,65,1
Metabolic_Diseases,66,1
Pathological_Dilatation,67,1
Posterior_reversible_encephalopathy_syndrome,68,1
Pregnancy,69,1
Premature_Birth,70,1
Proteinuria,71,1
Pulmonary_Edema,72,1
Purpura_Thrombotic_Thrombocytopenic,73,1
Ventricular_Dysfunction_Left,74,1
Ventricular_hypertrophy,75,1
20_hydroxy_5_8_11_14_eicosatetraenoic_acid,77,1
Acetate,78,1
Acetylcholinesterase,79,1
Secondary_hypertension,80,1
Conn_Syndrome,81,1
adenoma,82,1
Administration_Oral,83,1
Osteoporosis,84,1
Adrenal_Cortex_Hormones,85,1
Adrenal_Gland_Neoplasms,86,1
Adrenergic_Receptor,87,1
Inflammatory_Response,88,1
Immune_response,89,1
Multiple_Organ_Failure,90,1
Puncture_procedure,91,1
Respiratory_Distress_Syndrome_Adult,92,1
Septicemia,93,1
Infection,94,1
Hyperplasia,95,1
Neuropathic_pain,96,1
Pain,97,1
Injury,98,1
Hypercalcemia,99,1
Neoplasm_Metastasis,100,1
Occupational_asthma,102,1
Toxic_effect,103,1
Agent,104,1
alanosine,105,1
Aldosterone,106,1
aluminum,107,1
aluminum_chloride,108,1
Amyloid,110,1
Amyloid_beta,111,1
Amyloid_beta_Peptides,112,1
Amyloid_beta_Protein_Precursor,113,1
Amyloid_Fibrils,114,1
Amyloidosis,115,1
Androgens,116,1
Angiogenesis_Inhibitors,117,1
Hypertensive,118,1
Oxidative_Stress,119,1
Water_consumption,120,1
Angiotensin_II,121,1
Angiotensins,122,1
Antihypertensive_Agents,123,1
Antioxidants,124,1
aorta_constriction,125,1
Aortic_coarctation,126,1
Apolipoprotein_E4,127,1
Apolipoprotein_E_APOE,128,1
cytotoxicity,129,1
APP_gene,130,1
APP_protein_human,131,1
Pancreatitis,132,1
Arginine,133,1
arginine_methyl_ester,134,1
Argipressin,135,1
Atherosclerotic_renal_artery_stenosis,136,1
ATM_gene_ATM,137,1
Autonomic_Dysreflexia,138,1
Banding_procedure,139,1
beta_site_APP_cleaving_enzyme_1_BACE1,140,1
bevacizumab,141,1
Bilateral_renal_artery_stenosis,142,1
Blood_Pressure_Monitoring_Ambulatory,143,1
Brain_Injuries,144,1
Cadmium,145,1
Calcineurin_inhibitor,146,1
Calcium,147,1
Candidate_Disease_Gene,148,1
Catecholamines,149,1
Cerebral_Amyloid_Angiopathy,150,1
Cerebrospinal_Fluid,151,1
Cholesterol,152,1
Chymosin_REN,153,1
Clip,154,1
Clipping,155,1
Closure_by_clamp,156,1
Hyperactive_behavior,157,1
Cocaine,158,1
Compression_procedure,159,1
Congenital_Abnormality,160,1
Constriction_procedure,161,1
Contraceptives_Oral,162,1
Copper,163,1
Corticosterone,164,1
Corticotropin,165,1
Challenge,166,1
Cytokine_Storm,167,1
Pneumonia,168,1
Respiratory_Failure,169,1
Severe_Acute_Respiratory_Syndrome,170,1
Telemedicine,171,1
COVID_19,172,1
Cushing_Syndrome,173,1
Gingival_Overgrowth,174,1
NEPHROTOXICITY,175,1
Cyclosporine,176,1
Rheumatoid_Arthritis,177,1
cytokine,178,1
Dementia,179,1
Denervation,180,1
Deoxycorticosterone,181,1
desoxycorticosterone_acetate,182,1
Deterioration,183,1
Dexamethasone,184,1
Dyslipidemias,185,1
Fatty_degeneration,186,1
Glucose_Intolerance,187,1
hypercholesterolemia,188,1
Hyperhomocysteinemia,189,1
Hyperlipidemia,190,1
Mouse_Model,191,1
Chronic_liver_disease_NOS,192,1
Non_alcoholic_Fatty_Liver_Disease,193,1
Nonalcoholic_Steatohepatitis,194,1
Steatohepatitis_non_alcoholic,195,1
Diet,196,1
Dysbiosis,197,1
Diet_High_Fat,198,1
Diet_Protein_Restricted,199,1
DNA_Mitochondrial,200,1
DOCA,201,1
Dopamine,202,1
Dopamine_Receptor,203,1
Down_Syndrome,204,1
Drinking_Water,205,1
Embolism,206,1
Emotional_Stress,207,1
Endocrine_System_Diseases,208,1
Cytokinesis_of_the_fertilized_ovum,209,1
Endopeptidases,210,1
Endothelin,211,1
Endothelin_1,212,1
Platelet_aggregation,213,1
Epinephrine,214,1
ERCC8_CSH1_HSPA9,215,1
Erythropoietin,216,1
Malignant_neoplasm_of_breast,217,1
Estrogens,218,1
cell_injury,219,1
Death_finding,220,1
Gastric_mucosal_lesion,221,1
Gastric_ulcer,222,1
Hepatotoxicity,223,1
Injury_of_stomach,224,1
Acute_myocardial_infarction,225,1
Cerebral_Infarction,226,1
Cerebral_Ischemia,227,1
Hydrocephalus,228,1
Hydronephrosis,229,1
Stroke_Acute,230,1
Obstruction,231,1
Lesion,232,1
Lesion_of_stomach,233,1
Liver_damage,234,1
Liver_diseases,235,1
Nerve_Degeneration,236,1
Sedation,237,1
Stress,238,1
Ulcer,239,1
Ethanol,240,1
Excision,241,1
Fibromuscular_Dysplasia,242,1
Fluid_overload,243,1
DNA_Damage,244,1
Free_Radicals,245,1
Fructose,246,1
galactose,247,1
gamma_secretase,248,1
Gene_Mutation,249,1
Amyotrophic_Lateral_Sclerosis,250,1
Pick_Disease_of_the_Brain,251,1
gene_therapy,252,1
Glucocorticoid_remediable_aldosteronism,253,1
Bone_necrosis,254,1
loss_bone,255,1
Muscular_Atrophy,256,1
Glucocorticoids,257,1
Glycogen_Synthase_Kinase_3,258,1
Glycosylation_End_Products_Advanced,259,1
Glycyrrhizic_Acid,260,1
Herpesvirus_1_Human,261,1
homocysteine,262,1
hydrochloride,263,1
Hydrocortisone,264,1
Hyperaldosteronism,265,1
Hypernatremia,266,1
Hypertension_Renovascular,267,1
Hyperuricemia,268,1
Hypoplasia,269,1
imbalance,270,1
Immobilization,271,1
Immunosuppressive_Agents,272,1
IMPACT_gene,273,1
Impaired_cognition,274,1
Pyroptosis,275,1
Inflammasomes,276,1
Infusion_procedures,277,1
Immune_Tolerance,278,1
inhibitors,279,1
Injection,280,1
Arthritis,281,1
Injection_procedure,282,1
Insulin,283,1
Intestinal_Microbiome,284,1
Intubation_Intratracheal,285,1
Dissociation,286,1
Ions,287,1
Iron,288,1
Juxtaglomerular_tumor,289,1
Kidney_Transplantation,290,1
Leptin_LEP,291,1
Licorice,292,1
Cholestasis,293,1
Fibrosis_Liver,294,1
Ligation,295,1
Lipids,296,1
Acute_inflammation,297,1
Acute_Lung_Injury,298,1
Bacterial_Vaginosis,299,1
Depressive_disorder,300,1
Endotoxemia,301,1
Fever,302,1
Human_cells,303,1
Liver_Failure_Acute,304,1
Lung_Injury,305,1
Memory_impairment,306,1
microglial_cell_activation,307,1
Neuroinflammation,308,1
Peritonitis,309,1
Septic_Shock,310,1
Shock,311,1
Shock_Endotoxic,312,1
Lipopolysaccharides,313,1
Liquid_substance,314,1
Magnesium,315,1
Malnutrition,316,1
MAPT,317,1
MAPT_protein_human_MAPT,318,1
Mental_deterioration,319,1
Metals,320,1
Silence,321,1
MicroRNAs,322,1
Mineralocorticoid_Receptor,323,1
Mineralocorticoids,324,1
Adrenoleukodystrophy,325,1
Ataxia_Telangiectasia,326,1
Autosomal_Dominant_Disorder,327,1
Autosomal_Recessive_Disorder,328,1
beta_Thalassemia,329,1
Cardiomyopathy_Dilated,330,1
Charcot_Marie_Tooth_Disease,331,1
Congenital_Disorders,332,1
Connective_Tissue_Diseases,333,1
Cystic_Fibrosis,334,1
Deafness,335,1
Seizures,336,1
Epilepsy,337,1
Fabry_Disease,338,1
Familial_Alzheimer_s_disease,339,1
Familial_disease,340,1
Familial_Mediterranean_Fever,341,1
Gaucher_Disease,342,1
hearing_impairment,343,1
Hepatolenticular_Degeneration,344,1
Hereditary_Diseases,345,1
Huntington_Disease,346,1
Hypercholesterolemia_Familial,347,1
Immunologic_Deficiency_Syndromes,348,1
Leukoencephalopathy,349,1
Long_QT_Syndrome,350,1
Lysosomal_Storage_Diseases,351,1
Marfan_Syndrome,352,1
Mitochondrial_Diseases,353,1
Muscular_Dystrophies,354,1
Muscular_Dystrophy_Duchenne,355,1
Myasthenic_Syndromes_Congenital,356,1
Myopathy,357,1
nervous_system_disorder,358,1
Neuromuscular_Diseases,359,1
Osteogenesis_Imperfecta,360,1
Parkinsonian_Disorders,361,1
Polycystic_Kidney_Autosomal_Dominant,362,1
Primary_immune_deficiency_disorder,363,1
Rare_Diseases,364,1
Retinal_Degeneration,365,1
Retinitis_Pigmentosa,366,1
Rett_Syndrome,367,1
Skin_Diseases_Genetic,368,1
Spinal_Muscular_Atrophy,369,1
X_linked_agammaglobulinemia,370,1
Mutation,371,1
Na_K_Exchanging_ATPase,372,1
Nephrectomy,373,1
neuronal,374,1
neuron_loss,375,1
