from,to
Obesity,Alzheimers
Obesity,Hypertension
Mutation,Alzheimers
Mutation,Hypertension
Mutation,Obesity
Diet,Alzheimers
Diet,Hypertension
Diet,Obesity
Hypertension,Alzheimers
Hypertension,Obesity
