"node","in_degree","out_degree","total_degree","betweenness","is_exposure","is_outcome","in_scc"
"Chronic_graft_versus_host_disease",0,1,1,0,FALSE,FALSE,FALSE
"Chronic_infectious_disease",0,3,3,0,FALSE,FALSE,FALSE
"Fibrosis_Liver",9,1,10,1.10308879825989e-05,FALSE,FALSE,TRUE
"Inflammatory_Bowel_Diseases",10,2,12,2.15198581292453e-05,FALSE,FALSE,TRUE
"Metabolic_Diseases",16,4,20,5.60773050644413e-05,FALSE,FALSE,TRUE
"Rheumatoid_Arthritis",8,6,14,0.000197101954077969,FALSE,FALSE,TRUE
"Chronic_inflammatory_disorder",1,7,8,8.60646035704773e-06,FALSE,FALSE,TRUE
"Chronic_liver_disease_NOS",3,2,5,1.37635232329862e-07,FALSE,FALSE,TRUE
"Chronic_low_back_pain",0,1,1,0,FALSE,FALSE,FALSE
"Chronic_lung_disease",1,2,3,1.08241996767615e-05,FALSE,FALSE,TRUE
"Chronic_metabolic_disorder",0,0,0,0,FALSE,FALSE,FALSE
"Chronic_pain",4,1,5,5.15296529148313e-07,FALSE,FALSE,FALSE
"Chronic_rejection_of_renal_transplant",0,1,1,0,FALSE,FALSE,FALSE
"Chymosin_REN",0,1,1,0,FALSE,FALSE,FALSE
"Cicatrix",0,2,2,0,FALSE,FALSE,FALSE
"Cigarette_smoke",0,6,6,0,FALSE,FALSE,FALSE
"Cirrhosis",2,1,3,1.98751238021462e-09,FALSE,FALSE,FALSE
"Cisplatin",0,11,11,0,FALSE,FALSE,FALSE
"Renal_Insufficiency",4,2,6,4.59283524727063e-07,FALSE,FALSE,TRUE
"Citrobacter_rodentium",0,1,1,0,FALSE,FALSE,FALSE
"Clamp",0,1,1,0,FALSE,FALSE,FALSE
"Classical_swine_fever_virus",0,0,0,0,FALSE,FALSE,FALSE
"Clenbuterol",0,1,1,0,FALSE,FALSE,FALSE
"Clip",0,2,2,0,FALSE,FALSE,FALSE
"Hypertension_Renovascular",6,2,8,1.39435909553068e-06,FALSE,FALSE,TRUE
"Clipping",0,1,1,0,FALSE,FALSE,FALSE
"Clonidine",0,3,3,0,FALSE,FALSE,FALSE
"Clostridium",0,0,0,0,FALSE,FALSE,FALSE
"Clostridium_difficile",0,0,0,0,FALSE,FALSE,FALSE
"Clostridium_difficile_infection",0,1,1,0,FALSE,FALSE,FALSE
"Clostridium_perfringens",0,0,0,0,FALSE,FALSE,FALSE
"Closure_by_clamp",0,8,8,0,FALSE,FALSE,FALSE
"Hepatic_ischaemia",1,0,1,0,FALSE,FALSE,FALSE
"Renal_ischaemia",1,2,3,0,FALSE,FALSE,FALSE
"Spinal_Cord_Ischemia",1,0,1,0,FALSE,FALSE,FALSE
"Warm_Ischemia",1,0,1,0,FALSE,FALSE,FALSE
"Clozapine",0,1,1,0,FALSE,FALSE,FALSE
"Coagulation_procedure",0,1,1,0,FALSE,FALSE,FALSE
"Cocaine",0,26,26,0,FALSE,FALSE,FALSE
"Convulsions",3,1,4,1.69135057779563e-08,FALSE,FALSE,FALSE
"Coronary_Artery_Vasospasm",2,6,8,1.01648187699649e-06,FALSE,FALSE,FALSE
"Euphoria",2,0,2,0,FALSE,FALSE,FALSE
"Hyperactive_behavior",8,0,8,0,FALSE,FALSE,FALSE
"Paranoia",1,0,1,0,FALSE,FALSE,FALSE
"Rhabdomyolysis",3,3,6,8.42208371115944e-08,FALSE,FALSE,FALSE
"Stereotyped_Behavior",1,0,1,0,FALSE,FALSE,FALSE
"Vasculitis",2,7,9,7.40257511793936e-05,FALSE,FALSE,TRUE
"Coccidia",0,0,0,0,FALSE,FALSE,FALSE
"Coccidioides",0,0,0,0,FALSE,FALSE,FALSE
"Codon_Nonsense",0,0,0,0,FALSE,FALSE,FALSE
"Colchicine",0,2,2,0,FALSE,FALSE,FALSE
"Cold_injury",0,1,1,0,FALSE,FALSE,FALSE
"Colforsin",0,1,1,0,FALSE,FALSE,FALSE
"Collagen",0,2,2,0,FALSE,FALSE,FALSE
"Stiffness",5,2,7,3.35543838162859e-05,FALSE,FALSE,TRUE
"Colletotrichum",0,0,0,0,FALSE,FALSE,FALSE
"Colletotrichum_gloeosporioides",0,0,0,0,FALSE,FALSE,FALSE
"Combined_Modality_Therapy",0,0,0,0,FALSE,FALSE,FALSE
"Community_acquired_pneumonia",0,2,2,0,FALSE,FALSE,FALSE
"Comorbidity",0,0,0,0,FALSE,FALSE,FALSE
"Compartment_syndromes",3,1,4,1.05104520284784e-05,FALSE,FALSE,TRUE
"Complement_Membrane_Attack_Complex_C5",0,1,1,0,FALSE,FALSE,FALSE
"Complement_System_Proteins",0,3,3,0,FALSE,FALSE,FALSE
"Birth",1,0,1,0,FALSE,FALSE,FALSE
"Deep_Vein_Thrombosis",1,3,4,5.35099486980858e-09,FALSE,FALSE,FALSE
"Low_Vision",1,1,2,8.69536666343895e-09,FALSE,FALSE,FALSE
"Vision",1,0,1,0,FALSE,FALSE,FALSE
"Wound_Healing",5,0,5,0,FALSE,FALSE,FALSE
"Complication_hemorrhage",0,1,1,0,FALSE,FALSE,FALSE
"Complication_infection",0,1,1,0,FALSE,FALSE,FALSE
"Compound_48_80",0,1,1,0,FALSE,FALSE,FALSE
"Compression",0,0,0,0,FALSE,FALSE,FALSE
"Compression_procedure",0,21,21,0,FALSE,FALSE,FALSE
"Heart_Arrest",8,2,10,2.92523461923348e-06,FALSE,FALSE,TRUE
"Jaundice_Obstructive",4,0,4,0,FALSE,FALSE,FALSE
"Paraplegia",3,0,3,0,FALSE,FALSE,FALSE
"Spinal_Cord_Diseases",1,0,1,0,FALSE,FALSE,FALSE
"Trigeminal_Neuralgia",2,0,2,0,FALSE,FALSE,FALSE
"Concanavalin_A",0,1,1,0,FALSE,FALSE,FALSE
"Concretion_of_intestine",0,0,0,0,FALSE,FALSE,FALSE
"Congenital_Disorders",2,0,2,0,FALSE,FALSE,FALSE
"Congenital_heart_disease",2,3,5,1.51518205830168e-07,FALSE,FALSE,FALSE
"Cretinism",2,0,2,0,FALSE,FALSE,FALSE
"Degenerative_polyarthritis",14,4,18,0.000101896649048382,FALSE,FALSE,TRUE
"Drug_Resistant_Epilepsy",1,0,1,0,FALSE,FALSE,FALSE
"Hereditary_Diseases",5,6,11,4.787969054179e-06,FALSE,FALSE,FALSE
"Hernia",3,1,4,3.9217942446307e-08,FALSE,FALSE,FALSE
"Infertility_Male",4,0,4,0,FALSE,FALSE,FALSE
"Intestinal_Obstruction",5,1,6,4.33448996348544e-07,FALSE,FALSE,FALSE
"Lysosomal_Storage_Diseases",2,0,2,0,FALSE,FALSE,FALSE
"Mitochondrial_Diseases",3,0,3,0,FALSE,FALSE,FALSE
"Primary_immune_deficiency_disorder",2,0,2,0,FALSE,FALSE,FALSE
"Spontaneous_abortion",1,1,2,1.91320691902372e-07,FALSE,FALSE,FALSE
"nervous_system_disorder",7,2,9,2.81691626397803e-06,FALSE,FALSE,FALSE
"Congenital_Heart_Defects",0,1,1,0,FALSE,FALSE,FALSE
"Congenital_anomaly_of_the_urinary_tract",0,1,1,0,FALSE,FALSE,FALSE
"Pleural_effusion_disorder",2,0,2,0,FALSE,FALSE,FALSE
"effusion",1,0,1,0,FALSE,FALSE,FALSE
"Conn_Adenoma",0,1,1,0,FALSE,FALSE,FALSE
"Endocrine_hypertension",1,0,1,0,FALSE,FALSE,FALSE
"Connective_Tissue_Diseases",1,1,2,1.652331041933e-07,FALSE,FALSE,FALSE
"Connexins",0,0,0,0,FALSE,FALSE,FALSE
"Constituents",0,3,3,0,FALSE,FALSE,FALSE
"Constriction_procedure",0,10,10,0,FALSE,FALSE,FALSE
"Right_ventricular_failure",2,1,3,1.15938222179186e-08,FALSE,FALSE,FALSE
"Contact_Lenses",0,1,1,0,FALSE,FALSE,FALSE
"Contaminant",0,1,1,0,FALSE,FALSE,FALSE
"Contraceptives_Oral",0,1,1,0,FALSE,FALSE,FALSE
"Muscular_Dystrophy_Facioscapulohumeral",1,0,1,0,FALSE,FALSE,FALSE
"Spastic_syndrome",3,6,9,0.000160681372575324,FALSE,FALSE,TRUE
"Urination",1,0,1,0,FALSE,FALSE,FALSE
"Contrast_Media",0,5,5,0,FALSE,FALSE,FALSE
"Copper",0,14,14,0,FALSE,FALSE,FALSE
"Hepatolenticular_Degeneration",2,0,2,0,FALSE,FALSE,FALSE
"hemolysis",2,0,2,0,FALSE,FALSE,FALSE
"Copy_Number_Polymorphism",0,0,0,0,FALSE,FALSE,FALSE
"Cor_pulmonale",0,1,1,0,FALSE,FALSE,FALSE
"Angina_Pectoris",2,0,2,0,FALSE,FALSE,FALSE
"Mitral_Valve_Insufficiency",7,3,10,3.22891580240661e-06,FALSE,FALSE,TRUE
"Tachycardia_Ventricular",6,2,8,1.67698924477137e-06,FALSE,FALSE,TRUE
"Coronary_Artery_Bypass_Surgery",0,0,0,0,FALSE,FALSE,FALSE
"Coronary_Artery_Dissection_Spontaneous",0,1,1,0,FALSE,FALSE,FALSE
"Coronary_Occlusion",0,6,6,0,FALSE,FALSE,FALSE
"Coronary_Stenosis",1,3,4,1.9532842795308e-06,FALSE,FALSE,TRUE
"Coronary_Thrombosis",0,1,1,0,FALSE,FALSE,FALSE
"Coronary_angiography",0,1,1,0,FALSE,FALSE,FALSE
"Coronary_artery_embolism",0,1,1,0,FALSE,FALSE,FALSE
"Coronavirus_Feline",0,0,0,0,FALSE,FALSE,FALSE
"Corticosterone",0,10,10,0,FALSE,FALSE,FALSE
"Depressive_disorder",12,0,12,0,FALSE,FALSE,FALSE
"Corticotropin_POMC",0,3,3,0,FALSE,FALSE,FALSE
"Corticotropin_Releasing_Hormone",0,1,1,0,FALSE,FALSE,FALSE
"Cosmetic_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Coughing",0,1,1,0,FALSE,FALSE,FALSE
"Coxiella_burnetii",0,0,0,0,FALSE,FALSE,FALSE
"Coxsackie_Viruses",0,0,0,0,FALSE,FALSE,FALSE
"Craniocerebral_Trauma",0,1,1,0,FALSE,FALSE,FALSE
"Crohn_s_disease",1,1,2,0,FALSE,FALSE,TRUE
"Crosstalk",0,0,0,0,FALSE,FALSE,FALSE
"Croton_Oil",0,2,2,0,FALSE,FALSE,FALSE
"Crush_syndrome",0,1,1,0,FALSE,FALSE,FALSE
"Cryptococcus",0,0,0,0,FALSE,FALSE,FALSE
"Cryptococcus_neoformans",0,0,0,0,FALSE,FALSE,FALSE
"Cryptosporidium",0,0,0,0,FALSE,FALSE,FALSE
"Cryptosporidium_parvum",0,0,0,0,FALSE,FALSE,FALSE
"Crystal_Structure",0,1,1,0,FALSE,FALSE,FALSE
"Crystal_human_material",0,1,1,0,FALSE,FALSE,FALSE
"Culicidae",0,0,0,0,FALSE,FALSE,FALSE
"Culture_Media_Conditioned",0,1,1,0,FALSE,FALSE,FALSE
"Curcumin",0,1,1,0,FALSE,FALSE,FALSE
"Current_Therapy",0,0,0,0,FALSE,FALSE,FALSE
"Cyanides",0,2,2,0,FALSE,FALSE,FALSE
"Cyclooxygenase_2_Inhibitors",0,0,0,0,FALSE,FALSE,FALSE
"Cyclophosphamide",0,6,6,0,FALSE,FALSE,FALSE
"Cyclosporine",0,30,30,0,FALSE,FALSE,FALSE
"Gingival_Hyperplasia",1,0,1,0,FALSE,FALSE,FALSE
"Gingival_Overgrowth",2,0,2,0,FALSE,FALSE,FALSE
"Graft_vs_Host_Disease",3,1,4,9.87439943136287e-09,FALSE,FALSE,FALSE
"Hemolytic_Uremic_Syndrome",2,4,6,1.05102930496899e-07,FALSE,FALSE,FALSE
"Renal_impairment",1,0,1,0,FALSE,FALSE,FALSE
"UNRESPONSIVENESS",1,0,1,0,FALSE,FALSE,FALSE
"Cystic_Fibrosis",2,1,3,1.91852742893137e-09,FALSE,FALSE,FALSE
"Cystic_kidney",1,1,2,1.18734977538772e-08,FALSE,FALSE,FALSE
"Cytarabine",0,1,1,0,FALSE,FALSE,FALSE
"Cytochrome_P450",0,1,1,0,FALSE,FALSE,FALSE
"Cytomegalovirus",0,2,2,0,FALSE,FALSE,FALSE
"Cytomegalovirus_Infections",0,1,1,0,FALSE,FALSE,FALSE
"Cytotoxic_agent",0,1,1,0,FALSE,FALSE,FALSE
"DELETION",0,1,1,0,FALSE,FALSE,FALSE
"DHPS_gene_DHPS",0,1,1,0,FALSE,FALSE,FALSE
"DNA",0,6,6,0,FALSE,FALSE,FALSE
"DNA_Methylation",0,0,0,0,FALSE,FALSE,FALSE
"DNA_Mitochondrial",0,9,9,0,FALSE,FALSE,FALSE
"Mitochondrial_Myopathies",2,0,2,0,FALSE,FALSE,FALSE
"Optic_Atrophy_Hereditary_Leber",2,0,2,0,FALSE,FALSE,FALSE
"hearing_impairment",4,0,4,0,FALSE,FALSE,FALSE
"DNA_Repair",0,0,0,0,FALSE,FALSE,FALSE
"DNA_Sequence",0,2,2,0,FALSE,FALSE,FALSE
"Mutation",2,412,414,8.91123685026876e-05,FALSE,FALSE,FALSE
"DNA_Viruses",0,0,0,0,FALSE,FALSE,FALSE
"DOCA",0,1,1,0,FALSE,FALSE,FALSE
"D_Aspartate",0,1,1,0,FALSE,FALSE,FALSE
"D_Pulmonary_hemorrhage",0,1,1,0,FALSE,FALSE,FALSE
"D_Respiratory_arrest",0,1,1,0,FALSE,FALSE,FALSE
"Daunorubicin",0,1,1,0,FALSE,FALSE,FALSE
"Debris",0,2,2,0,FALSE,FALSE,FALSE
"Decapitation",0,1,1,0,FALSE,FALSE,FALSE
"Deceleration",0,0,0,0,FALSE,FALSE,FALSE
"Decrease_in_appetite",0,1,1,0,FALSE,FALSE,FALSE
"Deep_Brain_Stimulation",0,0,0,0,FALSE,FALSE,FALSE
"Movement_Disorders",3,0,3,0,FALSE,FALSE,FALSE
"Muscular_Atrophy",12,0,12,0,FALSE,FALSE,FALSE
"Sensorineural_Hearing_Loss",4,0,4,0,FALSE,FALSE,FALSE
"Spinal_Muscular_Atrophy",2,2,4,6.06605599997189e-08,FALSE,FALSE,TRUE
"Spinal_Stenosis",1,1,2,1.19072274718495e-07,FALSE,FALSE,FALSE
"Degenerative_disc_disease_NOS",0,1,1,0,FALSE,FALSE,FALSE
"Degenerative_disorder",2,2,4,5.2235071910941e-07,FALSE,FALSE,FALSE
"Dehydration",4,3,7,1.82354260884691e-07,FALSE,FALSE,FALSE
"Demyelinating_Diseases",0,1,1,0,FALSE,FALSE,FALSE
"Demyelination",2,0,2,0,FALSE,FALSE,FALSE
"Denervation",0,6,6,0,FALSE,FALSE,FALSE
"Dengue_Virus",0,0,0,0,FALSE,FALSE,FALSE
"Deoxycorticosterone",0,1,1,0,FALSE,FALSE,FALSE
"Dermatitis_Atopic",2,1,3,0,FALSE,FALSE,TRUE
"Destructive_procedure_surgical",0,0,0,0,FALSE,FALSE,FALSE
"Detection",0,0,0,0,FALSE,FALSE,FALSE
"Deterioration",0,3,3,0,FALSE,FALSE,FALSE
"Bone_fragile",1,0,1,0,FALSE,FALSE,FALSE
"Deviated_nasal_septum",0,0,0,0,FALSE,FALSE,FALSE
"Dexamethasone",0,22,22,0,FALSE,FALSE,FALSE
"Cleft_Palate",3,0,3,0,FALSE,FALSE,FALSE
"Muscle_fiber_atrophy",1,0,1,0,FALSE,FALSE,FALSE
"osteoblast_differentiation",1,0,1,0,FALSE,FALSE,FALSE
"Dexmedetomidine",0,1,1,0,FALSE,FALSE,FALSE
"Dextran",0,2,2,0,FALSE,FALSE,FALSE
"Dextran_Sulfate",0,1,1,0,FALSE,FALSE,FALSE
"Dextran_Sulfate_Sodium",0,4,4,0,FALSE,FALSE,FALSE
"Dhori_virus",0,0,0,0,FALSE,FALSE,FALSE
"Diabetes_Mellitus_Insulin_Dependent",8,4,12,9.63092749825053e-07,FALSE,FALSE,TRUE
"Diabetic_Nephropathy",13,9,22,8.99150658092417e-05,FALSE,FALSE,TRUE
"Diabetic_Neuropathies",4,0,4,0,FALSE,FALSE,FALSE
"Diabetic_Retinopathy",7,0,7,0,FALSE,FALSE,FALSE
"Dyslipidemias",5,5,10,1.76907233055237e-07,FALSE,FALSE,TRUE
"Embryopathies",1,0,1,0,FALSE,FALSE,FALSE
"Foot_Ulcer",2,0,2,0,FALSE,FALSE,FALSE
"Myocardial_dysfunction",8,2,10,1.62146134151641e-06,FALSE,FALSE,TRUE
"Neuropathic_pain",3,0,3,0,FALSE,FALSE,FALSE
"Pain",16,4,20,1.98872601919562e-05,FALSE,FALSE,FALSE
"Renal_glomerular_disease",1,4,5,3.65349916696004e-07,FALSE,FALSE,TRUE
"Retinal_Diseases",6,1,7,1.66364916058926e-07,FALSE,FALSE,FALSE
"Retinal_damage",3,0,3,0,FALSE,FALSE,FALSE
"Testicular_dysfunction",1,0,1,0,FALSE,FALSE,FALSE
"Diabetes_Gestational",3,2,5,6.02032222280935e-07,FALSE,FALSE,TRUE
"Autonomic_neuropathy",1,0,1,0,FALSE,FALSE,FALSE
"Diabetic_Cardiomyopathies",2,2,4,2.72666551373178e-07,FALSE,FALSE,TRUE
"Diagnostic_radiologic_examination",0,0,0,0,FALSE,FALSE,FALSE
"Diagnostic_tests",0,0,0,0,FALSE,FALSE,FALSE
"Dialysis_procedure",0,2,2,0,FALSE,FALSE,FALSE
"Diamide",0,1,1,0,FALSE,FALSE,FALSE
"Diarrhea",5,3,8,3.81881020177603e-05,FALSE,FALSE,FALSE
"Diarrhea_Viruses_Bovine_Viral",0,0,0,0,FALSE,FALSE,FALSE
"Diarrheal_disorder",0,1,1,0,FALSE,FALSE,FALSE
"Diastolic_dysfunction",2,2,4,9.75151956961988e-07,FALSE,FALSE,TRUE
"Diazepam",0,2,2,0,FALSE,FALSE,FALSE
"Diazinon",0,2,2,0,FALSE,FALSE,FALSE
"Dibutyl_Phthalate",0,2,2,0,FALSE,FALSE,FALSE
"Dichlorvos",0,1,1,0,FALSE,FALSE,FALSE
"Diclofenac",0,2,2,0,FALSE,FALSE,FALSE
"Did_not_receive_therapy_or_drug_for",0,0,0,0,FALSE,FALSE,FALSE
"Diet",0,95,95,0,FALSE,FALSE,FALSE
"Animal_Disease_Models",3,0,3,0,FALSE,FALSE,FALSE
"Cholesterol_gallstones",1,0,1,0,FALSE,FALSE,FALSE
"Colorectal_Cancer",1,0,1,0,FALSE,FALSE,FALSE
"Dental_caries",2,0,2,0,FALSE,FALSE,FALSE
"Dysbiosis",3,0,3,0,FALSE,FALSE,FALSE
"Fatty_Liver",8,2,10,7.10380725530012e-06,FALSE,FALSE,TRUE
"Fatty_Liver_Disease",3,0,3,0,FALSE,FALSE,FALSE
"Fatty_degeneration",4,0,4,0,FALSE,FALSE,FALSE
"Fatty_deposition",3,1,4,0,FALSE,FALSE,FALSE
"Glucose_Intolerance",4,0,4,0,FALSE,FALSE,FALSE
"Growth_retardation",4,0,4,0,FALSE,FALSE,FALSE
"Hepatocarcinogenesis",1,0,1,0,FALSE,FALSE,FALSE
"Hyperhomocysteinemia",3,3,6,1.36448318988438e-06,FALSE,FALSE,FALSE
"Hyperinsulinism",11,8,19,0.000256479533013224,FALSE,FALSE,TRUE
"Hyperphagia",3,1,4,0,FALSE,FALSE,FALSE
"Hyperuricemia",8,4,12,0.000144606329705034,FALSE,FALSE,FALSE
"Iron_deficiency",3,1,4,2.09011459212609e-06,FALSE,FALSE,FALSE
"Iron_deficiency_anemia",3,0,3,0,FALSE,FALSE,FALSE
"Ketosis",1,0,1,0,FALSE,FALSE,FALSE
"Liver_Cirrhosis",5,1,6,7.85067390184774e-09,FALSE,FALSE,FALSE
"Liver_diseases",9,2,11,2.67605622508e-06,FALSE,FALSE,TRUE
"METABOLIC_DISTURBANCE",2,0,2,0,FALSE,FALSE,FALSE
"Malignant_neoplasm_of_breast",6,3,9,5.39209040303447e-07,FALSE,FALSE,TRUE
"Malignant_tumor_of_colon",1,0,1,0,FALSE,FALSE,FALSE
"Metabolic_acidosis",1,1,2,1.98751238021462e-09,FALSE,FALSE,FALSE
"Non_alcoholic_Fatty_Liver_Disease",10,3,13,4.27562039252952e-05,FALSE,FALSE,TRUE
"Nonalcoholic_Steatohepatitis",3,1,4,8.09406228345392e-06,FALSE,FALSE,TRUE
"Prediabetes_syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Rodent_Model",1,0,1,0,FALSE,FALSE,FALSE
"Steatohepatitis",2,0,2,0,FALSE,FALSE,FALSE
"Steatohepatitis_non_alcoholic",1,1,2,0,FALSE,FALSE,FALSE
"Vitamin_D_Deficiency",1,9,10,3.03758142109467e-07,FALSE,FALSE,FALSE
"impaired_glucose_tolerance",2,0,2,0,FALSE,FALSE,FALSE
"insulin_sensitivity",2,1,3,0,FALSE,FALSE,FALSE
"Diet_High_Fat",1,37,38,1.48844575657135e-06,FALSE,FALSE,FALSE
"Lipid_Metabolism_Disorders",1,0,1,0,FALSE,FALSE,FALSE
"Diet_Protein_Restricted",0,2,2,0,FALSE,FALSE,FALSE
"Fetal_Growth_Retardation",13,3,16,0.000128080462282113,FALSE,FALSE,TRUE
"Diet_Western",0,1,1,0,FALSE,FALSE,FALSE
"Dietary_Fats",0,2,2,0,FALSE,FALSE,FALSE
"Dietary_Supplements",0,0,0,0,FALSE,FALSE,FALSE
"Dietary_restriction_NOS",0,1,1,0,FALSE,FALSE,FALSE
"Diethylhexyl_Phthalate",0,2,2,0,FALSE,FALSE,FALSE
"Diethylnitrosamine",0,5,5,0,FALSE,FALSE,FALSE
"Diethylstilbestrol",0,2,2,0,FALSE,FALSE,FALSE
"Differential_Diagnosis",0,0,0,0,FALSE,FALSE,FALSE
"Diffusion",0,1,1,0,FALSE,FALSE,FALSE
"Digoxin",0,1,1,0,FALSE,FALSE,FALSE
"Dihydroxycholecalciferols",0,1,1,0,FALSE,FALSE,FALSE
"Diltiazem",0,1,1,0,FALSE,FALSE,FALSE
"Dimethoate",0,1,1,0,FALSE,FALSE,FALSE
"Dimethylnitrosamine",0,2,2,0,FALSE,FALSE,FALSE
"Dinitrochlorobenzene",0,0,0,0,FALSE,FALSE,FALSE
"Dinoprost",0,1,1,0,FALSE,FALSE,FALSE
"Dinoprostone",0,4,4,0,FALSE,FALSE,FALSE
"Dioxins",0,1,1,0,FALSE,FALSE,FALSE
"Diphosphonates",0,0,0,0,FALSE,FALSE,FALSE
"Dipyridamole",0,3,3,0,FALSE,FALSE,FALSE
"Diquat",0,1,1,0,FALSE,FALSE,FALSE
"Direct_Lytic_Factors",0,0,0,0,FALSE,FALSE,FALSE
"Direct_trauma",0,0,0,0,FALSE,FALSE,FALSE
"Disasters",0,0,0,0,FALSE,FALSE,FALSE
"Discharge_Body_Substance",0,2,2,0,FALSE,FALSE,FALSE
"Abdomen_Acute",0,0,0,0,FALSE,FALSE,FALSE
"Acute_abdominal_pain",0,0,0,0,FALSE,FALSE,FALSE
"Acute_onset_pain",1,0,1,0,FALSE,FALSE,FALSE
"Anemia_Hemolytic",1,0,1,0,FALSE,FALSE,FALSE
"Arthralgia",0,0,0,0,FALSE,FALSE,FALSE
"BONE_MASS",1,0,1,0,FALSE,FALSE,FALSE
"Back_Pain",0,0,0,0,FALSE,FALSE,FALSE
"Bronchiectasis",1,0,1,0,FALSE,FALSE,FALSE
"Bulla",2,0,2,0,FALSE,FALSE,FALSE
"Catabolism",2,0,2,0,FALSE,FALSE,FALSE
"Chronic_cough",0,0,0,0,FALSE,FALSE,FALSE
"Chronic_diarrhea",0,0,0,0,FALSE,FALSE,FALSE
"Claudication",1,0,1,0,FALSE,FALSE,FALSE
"Conductive_hearing_loss",0,0,0,0,FALSE,FALSE,FALSE
"Constipation",0,0,0,0,FALSE,FALSE,FALSE
"Consultation",1,0,1,0,FALSE,FALSE,FALSE
"Cytopenia",1,0,1,0,FALSE,FALSE,FALSE
"Deafness",2,0,2,0,FALSE,FALSE,FALSE
"Discomfort",0,0,0,0,FALSE,FALSE,FALSE
"Disease_Progression",2,1,3,3.98755417112533e-07,FALSE,FALSE,FALSE
"Disintegration",0,0,0,0,FALSE,FALSE,FALSE
"Disseminated_Intravascular_Coagulation",1,2,3,1.03410871419045e-07,FALSE,FALSE,FALSE
"Dizziness",0,0,0,0,FALSE,FALSE,FALSE
"Dystonia",1,0,1,0,FALSE,FALSE,FALSE
"End_stage_liver_disease",0,1,1,0,FALSE,FALSE,FALSE
"Eosinophilia",2,0,2,0,FALSE,FALSE,FALSE
"Equilibrium",1,0,1,0,FALSE,FALSE,FALSE
"Exanthema",0,0,0,0,FALSE,FALSE,FALSE
"Fatal_Outcome",1,0,1,0,FALSE,FALSE,FALSE
"Female_infertility",0,0,0,0,FALSE,FALSE,FALSE
"Fertility",0,0,0,0,FALSE,FALSE,FALSE
"Fetal_Death",1,3,4,2.85930758335421e-08,FALSE,FALSE,FALSE
"Fever_of_Unknown_Origin",0,0,0,0,FALSE,FALSE,FALSE
"Fluctuation",2,0,2,0,FALSE,FALSE,FALSE
"Gangrene",2,0,2,0,FALSE,FALSE,FALSE
"Glomerulonephritis",1,5,6,6.98389766936525e-08,FALSE,FALSE,FALSE
"Health_Care",1,0,1,0,FALSE,FALSE,FALSE
"Hemoptysis",0,1,1,0,FALSE,FALSE,FALSE
"Hemorrhage",3,10,13,1.39338813818511e-06,FALSE,FALSE,FALSE
"Homeostasis",1,0,1,0,FALSE,FALSE,FALSE
"Hyperammonemia",0,1,1,0,FALSE,FALSE,FALSE
"Hypercapnic_respiratory_failure",0,1,1,0,FALSE,FALSE,FALSE
"Hyperparathyroidism_Primary",2,1,3,5.73145988869357e-06,FALSE,FALSE,TRUE
"Hypertension_Portal",3,1,4,2.48439047526827e-09,FALSE,FALSE,FALSE
"Hypothyroidism",0,0,0,0,FALSE,FALSE,FALSE
"Icterus",0,0,0,0,FALSE,FALSE,FALSE
"Immune_System_Diseases",4,1,5,6.16089891230221e-05,FALSE,FALSE,TRUE
"Immune_response",4,0,4,0,FALSE,FALSE,FALSE
"Immunologic_Deficiency_Syndromes",2,0,2,0,FALSE,FALSE,FALSE
"Infarction_Lacunar",0,1,1,0,FALSE,FALSE,FALSE
"Infectious_bovine_keratoconjunctivitis",0,0,0,0,FALSE,FALSE,FALSE
"Inflammatory_disorder",7,4,11,2.25677340013882e-05,FALSE,FALSE,TRUE
"Influenza",0,4,4,0,FALSE,FALSE,FALSE
"Intermittent_Claudication",0,0,0,0,FALSE,FALSE,FALSE
"Introduction_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Iron_Overload",2,4,6,2.68986991080103e-07,FALSE,FALSE,FALSE
"Little_s_Disease",1,1,2,2.24396559056489e-09,FALSE,FALSE,FALSE
"Liver_Dysfunction",2,0,2,0,FALSE,FALSE,FALSE
"Liver_Failure",3,1,4,1.49289282195666e-08,FALSE,FALSE,FALSE
"Liver_Failure_Acute",2,2,4,6.79292583586231e-08,FALSE,FALSE,FALSE
"Low_Back_Pain",0,0,0,0,FALSE,FALSE,FALSE
"Lupus_Erythematosus_Systemic",3,3,6,1.68881574132129e-07,FALSE,FALSE,FALSE
"Lymphatic_Diseases",0,0,0,0,FALSE,FALSE,FALSE
"Lymphohistiocytosis_Hemophagocytic",1,1,2,1.91852742893137e-09,FALSE,FALSE,FALSE
"Metabolism",1,0,1,0,FALSE,FALSE,FALSE
"Multiple_Sclerosis",5,4,9,2.64500755258997e-05,FALSE,FALSE,TRUE
"Nausea",1,0,1,0,FALSE,FALSE,FALSE
"Neuralgia",1,0,1,0,FALSE,FALSE,FALSE
"Neutropenia",1,2,3,1.35987689172579e-08,FALSE,FALSE,FALSE
"Nodule",0,0,0,0,FALSE,FALSE,FALSE
"Organ_failure",0,1,1,0,FALSE,FALSE,FALSE
"Osteomyelitis",1,0,1,0,FALSE,FALSE,FALSE
"Pancreatitis_Chronic",1,3,4,1.13012162286092e-07,FALSE,FALSE,FALSE
