from,to
Fibrosis,Hypertension
Angiotensin_II,Hypertension
Angiotensin_II,Fibrosis
Diet,Alzheimers
Diet,Hypertension
Diet,Fibrosis
Hypertension,Alzheimers
Hypertension,Fibrosis
