"Node","In_Degree","Out_Degree","Total_Degree","Betweenness","semtype","cui"
"Bronchial_Spasm",1,0,1,0,NA,"C0006266"
"Severe_diarrhea",0,1,1,0,NA,"C1443924"
"Severe_malnutrition",0,1,1,0,NA,"C0311276"
"Shigella_Infections",0,1,1,0,NA,"C0013371"
"Shock_Toxic",0,1,1,0,NA,"C0600327"
"Silicosis",0,1,1,0,NA,"C0037116"
"Silver",0,1,1,0,NA,"C0037125"
"Simian_virus_40",0,1,1,0,NA,"C0038975"
"Sincalide",0,1,1,0,NA,"C0037167"
"Sinus_rhythm",0,1,1,0,NA,"C0232201"
"Sirolimus_substance",0,1,1,0,NA,"C0072980"
"Excessive_daytime_somnolence",1,0,1,0,NA,"C0694563"
"Sleep_Fragmentation",1,0,1,0,NA,"C0751507"
"Snake_Bites",0,1,1,0,NA,"C0037379"
"Hyperosmolality",1,0,1,0,NA,"C0268009"
"Myalgia",1,0,1,0,NA,"C0231528"
"Sodium_Chloride_Dietary",0,1,1,0,NA,"C0206136"
"Sodium_Fluoride",0,1,1,0,NA,"C0037508"
"Sodium_Urate_Monohydrate",0,1,1,0,NA,"C0037564"
"Soil",0,1,1,0,NA,"C0037592"
"Solvents",0,1,1,0,NA,"C0037638"
"Somatic_mutation",0,1,1,0,NA,"C0544886"
"Somatotropin",0,1,1,0,NA,"C0037663"
"Spermatic_Cord_Torsion",0,1,1,0,NA,"C0037856"
"Radiculopathy",1,0,1,0,NA,"C0700594"
"Femur_Head_Necrosis",1,0,1,0,NA,"C0015814"
"Necrosis_Avascular_of_Femur_Head",1,0,1,0,NA,"C0410480"
"Stillbirth",0,1,1,0,NA,"C0595939"
"Stimulant",0,1,1,0,NA,"C0304402"
"Nystagmus",1,0,1,0,NA,"C0028738"
"Streptococcus_Group_B",0,1,1,0,NA,"C0579233"
"Albinism",1,0,1,0,NA,"C0001916"
"Diabetic_Neuralgia",1,0,1,0,NA,"C0751074"
"Diabetic_cataract",1,0,1,0,NA,"C0011876"
"Diabetic_peripheral_neuropathy",1,0,1,0,NA,"C0740447"
"diabetic",1,0,1,0,NA,"C0241863"
"Submersion",0,1,1,0,NA,"C0038561"
"Mood_Disorders",1,0,1,0,NA,"C0525045"
"Succinylcholine",0,1,1,0,NA,"C0038627"
"Sudden_Cardiac_Arrest",0,1,1,0,NA,"C1720824"
"Sudden_infant_death_syndrome",0,1,1,0,NA,"C0038644"
"Sufentanil",0,1,1,0,NA,"C0143993"
"Sulfides",0,1,1,0,NA,"C0038739"
"Sulfonic_Acids",0,1,1,0,NA,"C0038762"
"Sumatriptan",0,1,1,0,NA,"C0075632"
"Superantigens",0,1,1,0,NA,"C0206527"
"Superinfection",0,1,1,0,NA,"C0038826"
"Supplementation",0,1,1,0,NA,"C1515075"
"Supraventricular_tachycardia",0,1,1,0,NA,"C0039240"
"Surgical_fistula",0,1,1,0,NA,"C1442858"
"Surgical_sutures",0,1,1,0,NA,"C0038969"
"Synucleins",0,1,1,0,NA,"C0165073"
"Systemic_infection",0,1,1,0,NA,"C0243026"
"TAC1_gene_TAC1",0,1,1,0,NA,"C1420563"
"TARDBP",0,1,1,0,NA,"23435"
"TLE5_gene_AES",0,1,1,0,NA,"C1412268"
"TNF",0,1,1,0,NA,"7124"
"TNFRSF10B_gene_TNFRSF10B",0,1,1,0,NA,"C1336644"
"TNFRSF6_gene_FAS",0,1,1,0,NA,"C1367443"
"Leukocyte_Rolling",1,0,1,0,NA,"C1136143"
"Lipolysis",1,0,1,0,NA,"C0023796"
"cell_invasion",1,0,1,0,NA,"C1154401"
"endothelial_cell_activation",1,0,1,0,NA,"C1155002"
"Tachykinin",0,1,1,0,NA,"C0039241"
"Tears_body_substance",0,1,1,0,NA,"C0039409"
"Temporal_Arteritis",0,1,1,0,NA,"C0039483"
"Tendinopathy",0,1,1,0,NA,"C1568272"
"Tension_pneumothorax",0,1,1,0,NA,"C0264558"
"Teratogens",0,1,1,0,NA,"C0039536"
"Terminal_illness",0,1,1,0,NA,"C0679247"
"Benign_Prostatic_Hyperplasia",1,0,1,0,NA,"C1704272"
"Prostatic_hypertrophy",1,0,1,0,NA,"C1527263"
"Spermatogenesis",1,0,1,0,NA,"C0037864"
"Tetanus",0,1,1,0,NA,"C0039614"
"Tetracapsuloides_bryosalmonae",0,1,1,0,NA,"C1477811"
"Tetrachlorodibenzodioxin",0,1,1,0,NA,"C0039635"
"Tetraethylammonium",0,1,1,0,NA,"C0076252"
"Tetrodotoxin",0,1,1,0,NA,"C0039705"
"Thalidomide",0,1,1,0,NA,"C0039736"
"Thapsigargin",0,1,1,0,NA,"C0076374"
"Therapeutic_Corynebacterium_Parvum",0,1,1,0,NA,"C1522468"
"Thiamylal",0,1,1,0,NA,"C0039855"
"Thioglycolates",0,1,1,0,NA,"C0039899"
"Thiopental",0,1,1,0,NA,"C0039925"
"Thromboembolic_event",0,1,1,0,NA,"C0857496"
"Thromboembolic_pulmonary_hypertension",0,1,1,0,NA,"C0340546"
"Thromboplastin",0,1,1,0,NA,"C0040048"
"Intestinal_infarction",1,0,1,0,NA,"C0241950"
"Thrombosis_of_cerebral_veins",0,1,1,0,NA,"C0151945"
"Thromboxane_A2",0,1,1,0,NA,"C0040057"
"Thromboxanes",0,1,1,0,NA,"C0040061"
"Thyroid_Hormones",0,1,1,0,NA,"C0040135"
"Tobacco",0,1,1,0,NA,"C0040329"
"Tolylene_Diisocyanate",0,1,1,0,NA,"C0205976"
"Toxoplasmosis",0,1,1,0,NA,"C0040558"
"Transesophageal_cardiac_pacing_procedure",0,1,1,0,NA,"C0472589"
"Transfusion_related_acute_lung_injury",0,1,1,0,NA,"C0948343"
"Transgenes",0,1,1,0,NA,"C0282641"
"Trauma_chest",0,1,1,0,NA,"C1337069"
"Dysfunction_pituitary",1,0,1,0,NA,"C0281947"
"Trichloroethylene",0,1,1,0,NA,"C0040905"
"Trinitrobenzenesulfonic_Acid",0,1,1,0,NA,"C0041066"
"Trinucleotide_Repeat_Expansion",0,1,1,0,NA,"C0524894"
"Trinucleotide_Repeats",0,1,1,0,NA,"C0282537"
"Trisomy",0,1,1,0,NA,"C0041107"
"Tropheryma_whipplei",0,1,1,0,NA,"C0995830"
"Trypanosoma_cruzi",0,1,1,0,NA,"C0041221"
"Tuberculosis_Meningeal",0,1,1,0,NA,"C0041318"
"Tuberculosis_Pulmonary",0,1,1,0,NA,"C0041327"
"Tumor_Antigens",0,1,1,0,NA,"C0041361"
"Tumor_Necrosis_Factor_Ligand_Superfamily_Member_6_FASLG",0,1,1,0,NA,"C0253023"
"Tumor_Promoters",0,1,1,0,NA,"C0041370"
"Tumor_Suppressor_Genes",0,1,1,0,NA,"C0079427"
"Tumors_of_Adrenal_Cortex",0,1,1,0,NA,"C0001618"
"Turpentine",0,1,1,0,NA,"C0041411"
"Tyramine",0,1,1,0,NA,"C0041479"
"Unilateral_hyperplasia",0,1,1,0,NA,"C0333975"
"Unilateral_nephrectomy",0,1,1,0,NA,"C0194083"
"Unilateral_renal_artery_stenosis",0,1,1,0,NA,"C0856759"
"Unstable_angina",0,1,1,0,NA,"C0002965"
"Upper_gastrointestinal_hemorrhage",0,1,1,0,NA,"C0041909"
"Uranium",0,1,1,0,NA,"C0041928"
"Uranyl_Nitrate",0,1,1,0,NA,"C0041929"
"Urate_crystals",0,1,1,0,NA,"C0344392"
"Ureterolithiasis",0,1,1,0,NA,"C0041952"
"Ureteropelvic_junction_obstruction",0,1,1,0,NA,"C0948710"
"Uridine_Triphosphate",0,1,1,0,NA,"C0042010"
"Ustilago_maydis",0,1,1,0,NA,"C0446013"
"Uterine_Rupture",0,1,1,0,NA,"C0042143"
"VEGFA",0,1,1,0,NA,"7422"
"Valproate",0,1,1,0,NA,"C0080356"
"Valvular_regurgitation",0,1,1,0,NA,"C0042300"
"Vanadates",0,1,1,0,NA,"C0042305"
"Vanadium",0,1,1,0,NA,"C0042306"
"Vasoactive_Intestinal_Peptide",0,1,1,0,NA,"C0042395"
"Vecuronium",0,1,1,0,NA,"C0242531"
"Venous_Thromboembolism",0,1,1,0,NA,"C1861172"
"Venous_occlusion",0,1,1,0,NA,"C0241669"
"Ventricle_rupture",0,1,1,0,NA,"C0852946"
"Ventricular_hemorrhage",0,1,1,0,NA,"C0240059"
"Verapamil",0,1,1,0,NA,"C0042523"
"Vesico_Ureteral_Reflux",0,1,1,0,NA,"C0042580"
"Viral_myocarditis",0,1,1,0,NA,"C0276138"
"Zoonoses",0,1,1,0,NA,"C0043528"
"Vitamin_A",0,1,1,0,NA,"C0042839"
"Vitamin_B_12_Deficiency",0,1,1,0,NA,"C0042847"
"Vitamin_D",0,1,1,0,NA,"C0042866"
"Hypocalcemia",1,0,1,0,NA,"C0020598"
"Vitamin_E",0,1,1,0,NA,"C0042874"
"Vitamin_K_Deficiency",0,1,1,0,NA,"C0042880"
"WDTC1",0,1,1,0,NA,"23038"
"Hydration",1,0,1,0,NA,"C4520800"
"Transformation_function",1,0,1,0,NA,"C3714584"
"Vitality",1,0,1,0,NA,"C0424589"
"Wheezing",0,1,1,0,NA,"C0043144"
"Aneurysm_False",1,0,1,0,NA,"C0162868"
"Ankylosis",1,0,1,0,NA,"C0003090"
"Bony_defect",1,0,1,0,NA,"C3805959"
"Brain_Death",1,0,1,0,NA,"C0006110"
"Carotid_Cavernous_Sinus_Fistula",1,0,1,0,NA,"C0238045"
"Cyst",1,0,1,0,NA,"C0010709"
"Esophageal_Perforation",1,0,1,0,NA,"C0014860"
"Hernia_Diaphragmatic",1,0,1,0,NA,"C0019284"
"Mediastinal_Emphysema",1,0,1,0,NA,"C0025062"
"Pain_Postoperative",1,0,1,0,NA,"C0030201"
"Pneumocephalus",1,0,1,0,NA,"C0032268"
"Thyroid_Crisis",1,0,1,0,NA,"C0040127"
"X_Acute_myocarditis_unspecified",0,1,1,0,NA,"C0155686"
"X_Chronic_viral_hepatitis_unspecified",0,1,1,0,NA,"C0276623"
"X_Unspecified_osteoporosis_with_pathological_fracture",0,1,1,0,NA,"C0521170"
"Xanthine_Oxidase",0,1,1,0,NA,"C0043317"
"Zidovudine",0,1,1,0,NA,"C0043474"
"Zinc_deficiency",1,0,1,0,NA,"C0235950"
"adduct",0,1,1,0,NA,"C0596040"
"oocyte_maturation",1,0,1,0,NA,"C1160520"
"alpha_Amino_3_hydroxy_5_methyl_4_isoxazolepropionic_Acid",0,1,1,0,NA,"C0051318"
"alpha_beta_methyleneadenosine_5_triphosphate",0,1,1,0,NA,"C0051285"
"alpha_naphthyl_thiourea",0,1,1,0,NA,"C0051447"
"alpha_synuclein_gene",0,1,1,0,NA,"C0599963"
"anemia_profound",0,1,1,0,NA,"C0238644"
"angiotensin_converting_enzyme_2",0,1,1,0,NA,"C0960880"
"antagonists",0,1,1,0,NA,"C0243076"
"anticoagulation",0,1,1,0,NA,"C0003281"
"aorta_constriction",0,1,1,0,NA,"C0597891"
"ascorbate",0,1,1,0,NA,"C0178487"
"associated_disease",0,1,1,0,NA,"C0243083"
"beta_catenin",0,1,1,0,NA,"C0105770"
"beta_site_APP_cleaving_enzyme_1_BACE1",0,1,1,0,NA,"C0965087"
"bortezomib",0,1,1,0,NA,"C1176309"
"c_myc_Genes_MYC",0,1,1,0,NA,"C0079068"
"camptothecin_11",0,1,1,0,NA,"C0701185"
"capecitabine",0,1,1,0,NA,"C0671970"
"carbachol",0,1,1,0,NA,"C0006945"
"cardiac_event",0,1,1,0,NA,"C0741923"
"caspase",0,1,1,0,NA,"C0010656"
"caspase_3",0,1,1,0,NA,"C0291573"
"cefepime",0,1,1,0,NA,"C0055003"
"chemosensitization_potentiation",0,1,1,0,NA,"C0279023"
"cobaltous_chloride",0,1,1,0,NA,"C0056036"
"colloidal_silver",0,1,1,0,NA,"C0772313"
"coumarin",0,1,1,0,NA,"C0010206"
"cumene_hydroperoxide",0,1,1,0,NA,"C0056588"
"cyclopiazonic_acid",0,1,1,0,NA,"C0056801"
"cylindrospermopsin",0,1,1,0,NA,"C0259656"
"Inflammation_allergic",1,0,1,0,NA,"C0021375"
"desflurane",0,1,1,0,NA,"C0063252"
"desoxycorticosterone_acetate",0,1,1,0,NA,"C0813203"
"dimazine",0,1,1,0,NA,"C0058187"
"docetaxel",0,1,1,0,NA,"C0246415"
"efavirenz",0,1,1,0,NA,"C0674428"
"epigallocatechin_gallate",0,1,1,0,NA,"C0059438"
"ferric_chloride",0,1,1,0,NA,"C0060229"
"ferric_nitrilotriacetate",0,1,1,0,NA,"C0060239"
"fluoropyrimidine",0,1,1,0,NA,"C0596581"
"gamma_Aminobutyric_Acid",0,1,1,0,NA,"C0016904"
"Azoospermia_Nonobstructive",1,0,1,0,NA,"C1847540"
"gentamicin",0,1,1,0,NA,"C3854019"
"ghrelin",0,1,1,0,NA,"C0911014"
"glycation",0,1,1,0,NA,"C0598528"
"granzyme_B_GZMB",0,1,1,0,NA,"C0061878"
"graphene_oxide",0,1,1,0,NA,"C4742567"
"human_herpesvirus_8",0,1,1,0,NA,"C0376526"
"human_papillomavirus",0,1,1,0,NA,"C0021344"
"hydroquinone",0,1,1,0,NA,"C0020306"
"hydroxyurea",0,1,1,0,NA,"C0020402"
"imiquimod",0,1,1,0,NA,"C0165032"
"Immune_Mediated_Adverse_Reaction",1,0,1,0,NA,"C4087225"
"insulinoma",0,1,1,0,NA,"C0021670"
"interleukin_23",0,1,1,0,NA,"C0963088"
"irinotecan",0,1,1,0,NA,"C0123931"
"juglone",0,1,1,0,NA,"C0064170"
"lambda_Carrageenan",0,1,1,0,NA,"C0022971"
"lead_nitrate",0,1,1,0,NA,"C0064719"
"leptin_receptor_LEPR",0,1,1,0,NA,"C0385463"
"lipid_mediator",0,1,1,0,NA,"C0599745"
"malondialdehyde",0,1,1,0,NA,"C0024643"
"mancozeb",0,1,1,0,NA,"C0065632"
"mecarzole",0,1,1,0,NA,"C0065839"
"methylurea",0,1,1,0,NA,"C0066446"
"metronidazole",0,1,1,0,NA,"C0025872"
"microcystin_LR",0,1,1,0,NA,"C4742289"
"monocrotaline_pyrrole",0,1,1,0,NA,"C0066739"
"monohydrate",0,1,1,0,NA,"C1572759"
"motilin_MLN",0,1,1,0,NA,"C0026594"
"nitrosobenzylmethylamine",0,1,1,0,NA,"C0068861"
"oxaliplatin",0,1,1,0,NA,"C0069717"
"parathyroid_hormone_related_protein",0,1,1,0,NA,"C0070099"
"pemetrexed",0,1,1,0,NA,"C0210657"
"perfluorooctane_sulfonate",0,1,1,0,NA,"C0905462"
"perforin",0,1,1,0,NA,"C0070410"
"phthalates",0,1,1,0,NA,"C0136960"
"potassium_chloride",0,1,1,0,NA,"C0032825"
"potassium_oxonate",0,1,1,0,NA,"C0393003"
"proctolin",0,1,1,0,NA,"C0072059"
"pulmonary_complications",0,1,1,0,NA,"C0281169"
"Phagocytosis",1,0,1,0,NA,"C0031308"
"cell_activation",1,0,1,0,NA,"C1326120"
"receptor_for_advanced_glycation_endproducts",0,1,1,0,NA,"C0101725"
"remifentanil",0,1,1,0,NA,"C0246631"
"resistance_education",0,1,1,0,NA,"C0814409"
"resistin_RETN",0,1,1,0,NA,"C0963992"
"resveratrol",0,1,1,0,NA,"C0073096"
"ripening",0,1,1,0,NA,"C1160534"
"ropivacaine",0,1,1,0,NA,"C0073571"
"sarcoma_virus",0,1,1,0,NA,"C0682460"
"senktide",0,1,1,0,NA,"C0074331"
"sephadex",0,1,1,0,NA,"C0074343"
"sphingosine_1_phosphate",0,1,1,0,NA,"C0074992"
"tat_Genes_TAT",0,1,1,0,NA,"C0017375"
"temozolomide",0,1,1,0,NA,"C0076080"
"thiopurine",0,1,1,0,NA,"C0597573"
"titanium_dioxide",0,1,1,0,NA,"C0076733"
"topical_application",0,1,1,0,NA,"C0683174"
"trastuzumab",0,1,1,0,NA,"C0728747"
"tributyltin",0,1,1,0,NA,"C0077024"
"ubiquitin_protein_ligase",0,1,1,0,NA,"C0077678"
"uranyl_acetate",0,1,1,0,NA,"C0077854"
"urotensin_II",0,1,1,0,NA,"C0077932"
"vancomycin",0,1,1,0,NA,"C0042313"
"vascular_factor",0,1,1,0,NA,"C0078057"
"1_Naphthylisothiocyanate",0,0,0,0,NA,"C0000103"
"8_Hydroxy_2_di_n_propylamino_tetralin",0,0,0,0,NA,"C0050079"
"AOD_use",0,0,0,0,NA,"C0237123"
"Abdominal_Pain",0,0,0,0,NA,"C0000737"
"Abortion_Induced",0,0,0,0,NA,"C0392535"
"Abuse",0,0,0,0,NA,"C1328247"
"Acanthamoeba",0,0,0,0,NA,"C0000879"
"Accidents",0,0,0,0,NA,"C0000924"
"Adrenergic_beta_Antagonists",0,0,0,0,NA,"C0001645"
"Aeromonas",0,0,0,0,NA,"C0001705"
"Aeromonas_hydrophila",0,0,0,0,NA,"C0085491"
"Aerosols",0,0,0,0,NA,"C0001712"
"African_Swine_Fever_Virus",0,0,0,0,NA,"C0001753"
"Dermatitis",0,0,0,0,NA,"C0011603"
"Hemorrhagic_Fevers_Viral",0,0,0,0,NA,"C0019104"
"Torsades_de_Pointes",0,0,0,0,NA,"C0040479"
"leukemia",0,0,0,0,NA,"C0023418"
"Alleles",0,0,0,0,NA,"C0002085"
"Allergic_rhinitis_NOS",0,0,0,0,NA,"C0002103"
"Allopurinol",0,0,0,0,NA,"C0002144"
"Alphavirus",0,0,0,0,NA,"C0002331"
"Alternaria_alternata",0,0,0,0,NA,"C0320062"
"Alternative_Splicing",0,0,0,0,NA,"C0002345"
"Amoxicillin_Potassium_Clavulanate_Combination",0,0,0,0,NA,"C0054066"
"Amplification",0,0,0,0,NA,"C1521871"
"Analgesics_Opioid",0,0,0,0,NA,"C0002772"
"Anaplasma_phagocytophilum",0,0,0,0,NA,"C0318329"
"Androgen_therapy",0,0,0,0,NA,"C0279493"
"Anesthesia_procedures",0,0,0,0,NA,"C0002903"
"Angiogenesis",0,0,0,0,NA,"C0302600"
"Anti_Anxiety_Agents",0,0,0,0,NA,"C0040616"
"Anticholinergic_Agents",0,0,0,0,NA,"C0242896"
"Anticoagulant_therapy",0,0,0,0,NA,"C0150457"
"Antidepressive_Agents",0,0,0,0,NA,"C0003289"
"Antidepressive_Agents_Tricyclic",0,0,0,0,NA,"C0003290"
"Antifungal_Agents",0,0,0,0,NA,"C0003308"
"Antihistamines",0,0,0,0,NA,"C0003360"
"Antineutrophil_Cytoplasmic_Antibodies",0,0,0,0,NA,"C0103647"
"Antitubercular_Agents",0,0,0,0,NA,"C0003448"
"Appendicitis",0,0,0,0,NA,"C0003615"
"Aquatic_environment",0,0,0,0,NA,"C0563034"
"Arboviruses",0,0,0,0,NA,"C0003725"
"Arenavirus",0,0,0,0,NA,"C0206497"
"Arthrodermataceae",0,0,0,0,NA,"C0011635"
"Arthroplasty_Replacement_Knee",0,0,0,0,NA,"C0086511"
"Arthropods",0,0,0,0,NA,"C0003903"
"Asbestos_exposure",0,0,0,0,NA,"C0003948"
"Ascomycota",0,0,0,0,NA,"C0003965"
"Ascorbic_Acid_Deficiency",0,0,0,0,NA,"C0003969"
"Aspergillus",0,0,0,0,NA,"C0004034"
"Aspergillus_fumigatus",0,0,0,0,NA,"C0004037"
"Aspergillus_species",0,0,0,0,NA,"C1265395"
"Astrovirus",0,0,0,0,NA,"C0004120"
"Asymptomatic",0,0,0,0,NA,"C0231221"
"Attention_deficit_hyperactivity_disorder",0,0,0,0,NA,"C1263846"
"Atypical_Mycobacteria",0,0,0,0,NA,"C0026927"
"Atypical_antipsychotic",0,0,0,0,NA,"C1276996"
"Autism_spectrum_disorder",0,0,0,0,NA,"C1510586"
"Autistic_Disorder",0,0,0,0,NA,"C0004352"
"Autoimmune_Response",0,0,0,0,NA,"C0004366"
"Autopsy",0,0,0,0,NA,"C0004398"
"Avian_influenza_virus_highly_pathogenic",0,0,0,0,NA,"C1300303"
"Bacillus_anthracis",0,0,0,0,NA,"C0004589"
"Bacteria_Anaerobic",0,0,0,0,NA,"C0004613"
"Bacterial_Toxins",0,0,0,0,NA,"C0004630"
"Balloon_dilatation_catheter",0,0,0,0,NA,"C0441127"
"Bands",0,0,0,0,NA,"C0175723"
"Bartonella",0,0,0,0,NA,"C0004770"
"Bartonella_henselae",0,0,0,0,NA,"C0242631"
"Basidiomycota",0,0,0,0,NA,"C0004810"
"Basis",0,0,0,0,NA,"C1874451"
"Batrachochytrium_dendrobatidis",0,0,0,0,NA,"C1051658"
"Beak_and_feather_disease_virus",0,0,0,0,NA,"C0206410"
"Begomovirus",0,0,0,0,NA,"C0949508"
"Benzodiazepines",0,0,0,0,NA,"C0005064"
"Beriberi",0,0,0,0,NA,"C0005122"
"Beta_hemolytic_streptococcus",0,0,0,0,NA,"C0318154"
"Bezoars",0,0,0,0,NA,"C0005332"
"Bile_Salts",0,0,0,0,NA,"C0005404"
"Biliary_calculi",0,0,0,0,NA,"C0242216"
"Biological_Factors",0,0,0,0,NA,"C0005515"
"Biological_Models",0,0,0,0,NA,"C0026339"
"Biological_Products",0,0,0,0,NA,"C0005522"
"Biopsy",0,0,0,0,NA,"C0005558"
"Bipolar_Disorder",0,0,0,0,NA,"C0005586"
"Blood_Transfusion",0,0,0,0,NA,"C0005841"
"Bluetongue_virus",0,0,0,0,NA,"C0005867"
"Bone_Wires",0,0,0,0,NA,"C0005978"
"Bone_plates",0,0,0,0,NA,"C0005971"
"Bontoxilysin",0,0,0,0,NA,"C1295507"
"Borg_Category_Ratio_10_Perceived_Exertion_Score_5",0,0,0,0,NA,"C4050466"
"Borna_disease_virus",0,0,0,0,NA,"C0006024"
"Borrelia",0,0,0,0,NA,"C0006033"
"Botryosphaeria_dothidea",0,0,0,0,NA,"C1018527"
"Botrytis_cinerea",0,0,0,0,NA,"C0579190"
"Botulinum_Toxins",0,0,0,0,NA,"C0006055"
"Brain_Concussion",0,0,0,0,NA,"C0006107"
"Brucella",0,0,0,0,NA,"C0006303"
"Brucellosis",0,0,0,0,NA,"C0006309"
"Bunyaviridae",0,0,0,0,NA,"C0006395"
"Burkholderia_pseudomallei",0,0,0,0,NA,"C0033819"
"Bursaphelenchus_xylophilus",0,0,0,0,NA,"C0997987"
"CD8B1_gene_CD8B",0,0,0,0,NA,"C1367471"
"Caerulein",0,0,0,0,NA,"C0006639"
"Campylobacter",0,0,0,0,NA,"C0006813"
"Campylobacter_jejuni",0,0,0,0,NA,"C0006819"
"Cancer_Predisposing_Gene",0,0,0,0,NA,"C0919453"
"Cancer_Treatment",0,0,0,0,NA,"C0920425"
"Candida_species",0,0,0,0,NA,"C1299082"
"Candidatus_Liberibacter_asiaticus",0,0,0,0,NA,"C1004840"
"Cannulation",0,0,0,0,NA,"C0917707"
"Carbamazepine",0,0,0,0,NA,"C0006949"
"Carcinoid_Tumor",0,0,0,0,NA,"C0007095"
"Carpal_Tunnel_Syndrome",0,0,0,0,NA,"C0007286"
"Cataract_Extraction",0,0,0,0,NA,"C0007389"
"Catheterization_Central_Venous",0,0,0,0,NA,"C0007435"
"Celiac_Disease",0,0,0,0,NA,"C0007570"
"Cesarean_section",0,0,0,0,NA,"C0007876"
"Cestoda",0,0,0,0,NA,"C0007892"
"Chemotherapy_Oncologic_Procedure",0,0,0,0,NA,"C0392920"
"Chikungunya_virus",0,0,0,0,NA,"C0008056"
"Chlamydia",0,0,0,0,NA,"C0008148"
"Chlorine",0,0,0,0,NA,"C0008209"
"Cholecystectomy_Laparoscopic",0,0,0,0,NA,"C0162522"
"Choledocholithiasis",0,0,0,0,NA,"C0701818"
"Cholesteatoma",0,0,0,0,NA,"C0008373"
"Chromosomal_translocation",0,0,0,0,NA,"C0040715"
"Chromosome_abnormality",0,0,0,0,NA,"C0008625"
"Chronic_Lymphocytic_Leukemia",0,0,0,0,NA,"C0023434"
"Chronic_metabolic_disorder",0,0,0,0,NA,"C1263722"
"Classical_swine_fever_virus",0,0,0,0,NA,"C0019842"
"Clostridium",0,0,0,0,NA,"C0009054"
"Clostridium_difficile",0,0,0,0,NA,"C0079134"
"Clostridium_perfringens",0,0,0,0,NA,"C0009063"
"Coccidia",0,0,0,0,NA,"C0009182"
"Coccidioides",0,0,0,0,NA,"C0009183"
"Codon_Nonsense",0,0,0,0,NA,"C0242612"
"Colletotrichum",0,0,0,0,NA,"C0320203"
"Colletotrichum_gloeosporioides",0,0,0,0,NA,"C1531932"
"Combined_Modality_Therapy",0,0,0,0,NA,"C0009429"
"Comorbidity",0,0,0,0,NA,"C0009488"
"Compression",0,0,0,0,NA,"C0728907"
"Concretion_of_intestine",0,0,0,0,NA,"C0014364"
"Connexins",0,0,0,0,NA,"C0110611"
"Copy_Number_Polymorphism",0,0,0,0,NA,"C1511518"
"Coronary_Artery_Bypass_Surgery",0,0,0,0,NA,"C0010055"
"Coronavirus_Feline",0,0,0,0,NA,"C0936087"
"Cosmetic_procedure",0,0,0,0,NA,"C0442965"
"Coxiella_burnetii",0,0,0,0,NA,"C0010240"
"Coxsackie_Viruses",0,0,0,0,NA,"C0010247"
"Crosstalk",0,0,0,0,NA,"C1504598"
"Cryptococcus",0,0,0,0,NA,"C0010415"
"Cryptococcus_neoformans",0,0,0,0,NA,"C0010416"
"Cryptosporidium",0,0,0,0,NA,"C0010419"
"Cryptosporidium_parvum",0,0,0,0,NA,"C0085319"
"Culicidae",0,0,0,0,NA,"C0026584"
"Current_Therapy",0,0,0,0,NA,"C2827774"
"Cyclooxygenase_2_Inhibitors",0,0,0,0,NA,"C1257954"
"DNA_Methylation",0,0,0,0,NA,"C0376452"
"DNA_Repair",0,0,0,0,NA,"C0012899"
"DNA_Viruses",0,0,0,0,NA,"C0012923"
"Deceleration",0,0,0,0,NA,"C0011100"
"Deep_Brain_Stimulation",0,0,0,0,NA,"C0394162"
"Dengue_Virus",0,0,0,0,NA,"C0011315"
"Destructive_procedure_surgical",0,0,0,0,NA,"C1261381"
"Detection",0,0,0,0,NA,"C1511790"
"Deviated_nasal_septum",0,0,0,0,NA,"C0549397"
"Dhori_virus",0,0,0,0,NA,"C0206549"
"Diagnostic_radiologic_examination",0,0,0,0,NA,"C0043299"
"Diagnostic_tests",0,0,0,0,NA,"C0086143"
"Diarrhea_Viruses_Bovine_Viral",0,0,0,0,NA,"C0006063"
"Did_not_receive_therapy_or_drug_for",0,0,0,0,NA,"C0332155"
"Dietary_Supplements",0,0,0,0,NA,"C0242295"
"Differential_Diagnosis",0,0,0,0,NA,"C0011906"
"Dinitrochlorobenzene",0,0,0,0,NA,"C0012460"
"Diphosphonates",0,0,0,0,NA,"C0012544"
"Direct_Lytic_Factors",0,0,0,0,NA,"C0012590"
"Direct_trauma",0,0,0,0,NA,"C0441718"
"Disasters",0,0,0,0,NA,"C0012618"
"Abdomen_Acute",0,0,0,0,NA,"C0000727"
"Acute_abdominal_pain",0,0,0,0,NA,"C0740577"
"Arthralgia",0,0,0,0,NA,"C0003862"
"Back_Pain",0,0,0,0,NA,"C0004604"
"Chronic_cough",0,0,0,0,NA,"C0010201"
"Chronic_diarrhea",0,0,0,0,NA,"C0401151"
"Conductive_hearing_loss",0,0,0,0,NA,"C0018777"
"Constipation",0,0,0,0,NA,"C0009806"
"Discomfort",0,0,0,0,NA,"C2364135"
"Disintegration",0,0,0,0,NA,"C1265875"
"Dizziness",0,0,0,0,NA,"C0012833"
"Exanthema",0,0,0,0,NA,"C0015230"
"Female_infertility",0,0,0,0,NA,"C0021361"
"Fertility",0,0,0,0,NA,"C0015895"
"Fever_of_Unknown_Origin",0,0,0,0,NA,"C0015970"
"Hypothyroidism",0,0,0,0,NA,"C0020676"
"Icterus",0,0,0,0,NA,"C0022346"
"Infectious_bovine_keratoconjunctivitis",0,0,0,0,NA,"C0275586"
"Intermittent_Claudication",0,0,0,0,NA,"C0021775"
"Introduction_procedure",0,0,0,0,NA,"C1293116"
